,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,1.0,0.0
7,70.0,0.0,0.5
8,80.0,1.5,0.5
9,90.0,2.0,0.0
10,100.0,4.5,1.5
11,110.0,5.0,2.5
12,120.0,4.0,2.5
13,130.0,6.500000000000001,2.5
14,140.0,8.5,5.5
15,150.0,9.0,6.500000000000001
16,160.0,8.0,2.0
17,170.0,5.5,4.5
18,180.0,11.5,4.0
19,190.0,14.000000000000002,5.5
20,200.0,6.500000000000001,3.0
21,210.0,8.0,3.5000000000000004
22,220.0,6.0,3.0
23,230.0,8.5,2.5
24,240.0,8.5,6.0
25,250.0,5.5,4.5
26,260.0,3.0,6.500000000000001
27,270.0,4.0,8.5
28,280.0,9.0,6.0
29,290.0,9.0,3.0
30,300.0,5.5,6.0
31,310.0,7.000000000000001,6.0
32,320.0,6.0,6.0
33,330.0,9.0,6.500000000000001
34,340.0,3.5000000000000004,4.5
35,350.0,7.5,7.5
36,360.0,5.5,6.500000000000001
37,370.0,6.500000000000001,9.0
38,380.0,6.500000000000001,14.499999999999998
39,390.0,6.0,4.5
40,400.0,9.5,9.0
41,410.0,7.5,6.0
42,420.0,10.0,7.000000000000001
43,430.0,5.5,5.0
44,440.0,7.000000000000001,5.5
45,450.0,5.0,10.499999999999998
46,460.0,4.5,10.0
47,470.0,8.5,9.0
48,480.0,5.0,7.5
49,490.0,14.000000000000002,7.000000000000001
50,500.0,4.0,5.5
51,510.0,8.5,8.0
52,520.0,8.5,8.0
53,530.0,3.5000000000000004,3.0
54,540.0,5.0,4.5
55,550.0,7.000000000000001,7.5
56,560.0,7.5,8.0
57,570.0,7.000000000000001,2.5
58,580.0,7.000000000000001,9.0
59,590.0,5.0,5.5
60,600.0,7.5,6.500000000000001
61,610.0,12.0,8.0
62,620.0,5.5,9.0
63,630.0,4.5,8.0
64,640.0,10.0,7.5
65,650.0,7.000000000000001,7.5
66,660.0,5.0,10.0
67,670.0,7.5,8.0
