,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,1.0,0.0
7,70.0,0.0,0.5
8,80.0,0.5,1.0
9,90.0,2.0,1.5
10,100.0,4.5,2.5
11,110.0,3.0,1.0
12,120.0,5.5,2.0
13,130.0,4.0,2.5
14,140.0,3.0,5.0
15,150.0,2.5,5.5
16,160.0,4.5,3.5000000000000004
17,170.0,4.0,3.5000000000000004
18,180.0,7.5,4.5
19,190.0,11.5,9.0
20,200.0,7.000000000000001,3.0
21,210.0,8.0,5.5
22,220.0,9.5,3.0
23,230.0,8.0,3.0
24,240.0,10.0,6.500000000000001
25,250.0,7.5,5.0
26,260.0,6.0,5.0
27,270.0,3.5000000000000004,8.0
28,280.0,11.0,5.0
29,290.0,11.0,4.0
30,300.0,12.0,6.0
31,310.0,11.0,4.0
32,320.0,5.5,3.5000000000000004
33,330.0,12.0,4.5
34,340.0,7.5,4.5
35,350.0,14.000000000000002,6.0
36,360.0,13.000000000000002,4.5
37,370.0,10.0,4.0
38,380.0,21.5,6.500000000000001
39,390.0,6.500000000000001,1.5
40,400.0,12.5,2.5
41,410.0,21.5,3.0
42,420.0,14.000000000000002,2.0
43,430.0,14.499999999999998,2.5
44,440.0,13.000000000000002,2.0
45,450.0,14.499999999999998,2.5
46,460.0,15.0,4.0
47,470.0,14.499999999999998,5.5
48,480.0,17.499999999999996,4.0
49,490.0,14.000000000000002,3.0
50,500.0,19.5,3.5000000000000004
51,510.0,17.499999999999996,3.0
52,520.0,10.499999999999998,1.5
53,530.0,11.5,1.5
54,540.0,17.0,1.0
55,550.0,8.5,1.5
56,560.0,10.0,3.0
57,570.0,18.0,2.5
58,580.0,15.5,4.0
59,590.0,15.0,1.0
60,600.0,22.0,2.5
61,610.0,19.5,1.0
62,620.0,18.5,0.5
63,630.0,22.0,0.5
64,640.0,11.0,1.5
65,650.0,22.5,1.5
66,660.0,16.5,0.5
67,670.0,16.0,0.5
68,680.0,11.5,0.5
