,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,1.0,0.0
7,70.0,0.0,0.0
8,80.0,0.5,0.5
9,90.0,2.0,1.0
10,100.0,5.0,2.5
11,110.0,5.0,1.5
12,120.0,3.5000000000000004,2.0
13,130.0,2.5,3.0
14,140.0,4.0,4.5
15,150.0,2.5,5.5
16,160.0,7.5,4.0
17,170.0,7.5,5.5
18,180.0,8.0,5.5
19,190.0,7.5,10.499999999999998
20,200.0,5.0,2.5
21,210.0,5.0,7.5
22,220.0,5.5,6.0
23,230.0,7.5,8.0
24,240.0,10.499999999999998,8.5
25,250.0,4.5,6.500000000000001
26,260.0,2.5,4.0
27,270.0,3.5000000000000004,8.0
28,280.0,10.0,8.0
29,290.0,9.5,5.5
30,300.0,7.5,11.5
31,310.0,7.000000000000001,7.000000000000001
32,320.0,3.0,8.0
33,330.0,7.000000000000001,14.499999999999998
34,340.0,1.5,4.0
35,350.0,1.5,10.0
36,360.0,1.5,12.0
37,370.0,2.5,13.500000000000002
38,380.0,1.0,19.0
39,390.0,2.5,10.0
40,400.0,4.5,11.5
41,410.0,3.5000000000000004,11.5
42,420.0,4.0,8.5
43,430.0,5.5,9.5
44,440.0,4.5,14.000000000000002
45,450.0,3.0,12.5
46,460.0,1.5,11.5
47,470.0,4.0,18.5
48,480.0,1.5,12.5
49,490.0,6.500000000000001,9.5
50,500.0,3.5000000000000004,13.000000000000002
51,510.0,3.5000000000000004,13.000000000000002
52,520.0,4.0,16.5
53,530.0,2.0,7.5
54,540.0,2.0,13.500000000000002
55,550.0,2.0,20.0
56,560.0,1.0,13.500000000000002
57,570.0,1.5,22.0
58,580.0,0.5,14.499999999999998
59,590.0,1.5,19.0
60,600.0,0.5,6.500000000000001
61,610.0,0.5,16.5
62,620.0,0.5,22.5
63,630.0,2.0,31.5
64,640.0,0.5,14.000000000000002
65,650.0,0.0,21.5
66,660.0,0.0,17.0
67,670.0,0.0,29.5
