,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,0.5,0.0
7,70.0,0.0,0.5
8,80.0,0.5,1.0
9,90.0,1.0,1.0
10,100.0,3.5000000000000004,3.0
11,110.0,2.0,3.5000000000000004
12,120.0,3.5000000000000004,10.0
13,130.0,4.0,6.500000000000001
14,140.0,2.5,8.0
15,150.0,2.5,11.5
16,160.0,3.5000000000000004,8.5
17,170.0,2.0,6.0
18,180.0,5.0,12.0
19,190.0,4.0,11.0
20,200.0,2.0,4.0
21,210.0,2.0,10.499999999999998
22,220.0,4.0,5.0
23,230.0,3.0,9.5
24,240.0,2.0,12.5
25,250.0,4.0,15.5
26,260.0,1.0,7.5
27,270.0,1.5,19.0
28,280.0,2.5,14.499999999999998
29,290.0,2.0,15.0
30,300.0,2.5,20.0
31,310.0,1.5,15.0
32,320.0,2.0,13.000000000000002
33,330.0,0.0,33.5
34,340.0,1.0,8.0
35,350.0,1.0,34.49999999999999
36,360.0,0.0,5.5
37,370.0,0.0,21.5
38,380.0,1.0,24.0
39,390.0,0.0,13.000000000000002
40,400.0,1.0,16.0
41,410.0,2.0,20.0
42,420.0,0.5,17.499999999999996
43,430.0,1.0,17.0
44,440.0,1.0,28.000000000000004
45,450.0,0.0,6.0
46,460.0,0.5,46.0
47,470.0,0.0,5.0
48,480.0,0.0,27.500000000000004
49,490.0,0.5,22.0
50,500.0,0.0,13.500000000000002
51,510.0,0.0,22.0
52,520.0,0.5,32.5
53,530.0,0.0,6.500000000000001
54,540.0,0.5,25.0
55,550.0,0.5,15.5
56,560.0,0.0,21.5
57,570.0,0.0,26.000000000000004
58,580.0,0.0,23.0
59,590.0,0.0,26.000000000000004
60,600.0,0.0,7.5
61,610.0,0.0,37.5
62,620.0,0.0,6.500000000000001
63,630.0,0.5,48.5
64,640.0,0.0,15.0
65,650.0,0.0,11.0
66,660.0,0.0,38.5
67,670.0,0.0,15.0
68,680.0,0.0,25.0
69,690.0,0.0,22.0
