,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,0.5,0.0
7,70.0,0.0,0.5
8,80.0,0.5,0.5
9,90.0,2.0,0.0
10,100.0,4.5,2.0
11,110.0,3.0,3.5000000000000004
12,120.0,3.0,6.0
13,130.0,4.0,5.0
14,140.0,4.0,5.5
15,150.0,4.5,7.5
16,160.0,6.0,2.5
17,170.0,4.5,8.0
18,180.0,11.0,9.0
19,190.0,10.0,9.5
20,200.0,5.0,2.5
21,210.0,6.500000000000001,6.500000000000001
22,220.0,4.0,5.0
23,230.0,5.5,8.0
24,240.0,8.5,10.499999999999998
25,250.0,3.0,8.0
26,260.0,2.5,9.5
27,270.0,3.0,20.499999999999996
28,280.0,4.0,12.5
29,290.0,3.5000000000000004,7.000000000000001
30,300.0,3.5000000000000004,13.500000000000002
31,310.0,5.5,12.0
32,320.0,1.5,9.0
33,330.0,3.5000000000000004,17.0
34,340.0,1.5,5.0
35,350.0,1.5,10.0
36,360.0,1.0,18.0
37,370.0,2.5,14.499999999999998
38,380.0,2.5,23.0
39,390.0,1.5,9.5
40,400.0,5.0,23.0
41,410.0,1.0,13.500000000000002
42,420.0,0.5,12.5
43,430.0,4.0,19.5
44,440.0,1.5,18.0
45,450.0,1.0,13.500000000000002
46,460.0,1.5,15.5
47,470.0,1.5,28.499999999999996
48,480.0,0.5,20.999999999999996
49,490.0,1.0,23.0
50,500.0,1.0,15.0
51,510.0,1.0,16.0
52,520.0,1.5,24.5
53,530.0,1.5,6.0
54,540.0,0.5,9.5
55,550.0,1.0,25.0
56,560.0,0.0,15.5
57,570.0,1.0,29.5
58,580.0,0.0,14.000000000000002
59,590.0,0.5,30.5
60,600.0,0.0,3.0
61,610.0,0.5,21.5
62,620.0,0.5,21.5
63,630.0,1.5,18.0
64,640.0,1.0,30.0
65,650.0,0.0,16.0
66,660.0,0.0,18.5
67,670.0,0.0,30.0
68,680.0,0.0,10.0
69,690.0,0.0,19.5
