,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,0.5,0.0
7,70.0,0.0,0.5
8,80.0,0.5,1.0
9,90.0,2.0,0.0
10,100.0,4.0,3.0
11,110.0,3.0,1.5
12,120.0,4.0,5.5
13,130.0,3.5000000000000004,4.5
14,140.0,3.5000000000000004,8.5
15,150.0,3.0,6.0
16,160.0,7.000000000000001,5.5
17,170.0,7.000000000000001,8.0
18,180.0,11.0,8.0
19,190.0,9.5,7.000000000000001
20,200.0,5.0,2.5
21,210.0,7.5,6.0
22,220.0,5.5,4.5
23,230.0,7.000000000000001,9.5
24,240.0,7.5,11.0
25,250.0,4.5,8.5
26,260.0,2.5,5.5
27,270.0,3.5000000000000004,12.0
28,280.0,7.000000000000001,12.5
29,290.0,6.0,5.5
30,300.0,7.5,9.5
31,310.0,8.5,7.000000000000001
32,320.0,2.5,6.500000000000001
33,330.0,7.5,10.499999999999998
34,340.0,2.0,5.0
35,350.0,2.5,11.0
36,360.0,5.0,13.500000000000002
37,370.0,5.5,12.0
38,380.0,3.5000000000000004,16.0
39,390.0,7.5,10.499999999999998
40,400.0,5.5,11.0
41,410.0,5.5,11.0
42,420.0,6.0,9.5
43,430.0,6.0,8.5
44,440.0,4.5,7.5
45,450.0,4.0,14.000000000000002
46,460.0,1.5,11.5
47,470.0,6.0,15.0
48,480.0,3.0,14.499999999999998
49,490.0,5.0,17.499999999999996
50,500.0,2.5,9.5
51,510.0,3.0,9.0
52,520.0,5.0,13.500000000000002
53,530.0,3.0,9.5
54,540.0,5.5,11.5
55,550.0,5.5,14.499999999999998
56,560.0,2.5,9.5
57,570.0,3.0,8.5
58,580.0,4.0,16.0
59,590.0,1.5,14.000000000000002
60,600.0,1.0,10.499999999999998
61,610.0,3.0,18.0
62,620.0,2.0,17.0
63,630.0,2.5,14.499999999999998
64,640.0,3.0,21.5
65,650.0,0.5,14.499999999999998
66,660.0,1.5,20.0
67,670.0,1.0,19.0
