,ID neuron pop_B,event time pop_B
0,1183,65.1
1,836,74.9
2,950,85.2
3,1033,85.9
4,1574,99.0
5,941,99.8
6,1262,102.60000000000001
7,808,104.0
8,1350,108.4
9,814,108.5
10,974,109.5
11,1155,109.60000000000001
12,1260,113.8
13,1351,115.4
14,1017,120.2
15,1456,122.10000000000001
16,893,122.7
17,1180,123.8
18,878,124.5
19,1139,125.0
20,1179,127.9
21,932,128.3
22,997,129.9
23,1176,130.9
24,982,131.6
25,1282,132.3
26,1213,137.5
27,1437,139.20000000000002
28,1231,140.3
29,1352,140.70000000000002
30,1006,141.20000000000002
31,1137,141.4
32,860,141.70000000000002
33,1115,142.20000000000002
34,904,143.8
35,1365,144.8
36,1129,145.1
37,976,145.20000000000002
38,1428,145.20000000000002
39,913,146.3
40,1320,146.9
41,1317,148.3
42,1049,148.6
43,1360,148.70000000000002
44,1461,148.8
45,1444,149.70000000000002
46,1501,149.9
47,1314,150.3
48,1042,150.4
49,1582,150.4
50,1036,150.70000000000002
51,1533,150.70000000000002
52,1076,150.9
53,889,151.1
54,1167,153.0
55,832,153.5
56,1324,154.6
57,1402,154.6
58,1334,155.70000000000002
59,1275,155.9
60,1223,156.3
61,1154,158.20000000000002
62,1140,158.8
63,1178,159.3
64,1445,159.3
65,1423,160.1
66,1375,162.0
67,1158,162.3
68,852,164.5
69,1282,164.9
70,947,165.70000000000002
71,977,167.9
72,1131,168.0
73,955,168.1
74,1096,169.5
75,1473,170.4
76,1537,170.4
77,1558,170.9
78,854,171.70000000000002
79,1169,172.20000000000002
80,1332,172.3
81,1083,174.1
82,972,175.0
83,1038,176.9
84,828,178.9
85,938,181.0
86,1576,182.4
87,836,183.6
88,946,184.70000000000002
89,1229,184.70000000000002
90,1011,185.1
91,1353,186.4
92,1284,186.9
93,1561,187.5
94,886,188.1
95,1232,188.4
96,1499,188.70000000000002
97,1515,190.4
98,993,190.8
99,1319,190.8
100,1517,190.9
101,1100,191.1
102,1051,191.4
103,1113,191.70000000000002
104,931,191.9
105,959,193.1
106,1379,193.20000000000002
107,1371,194.4
108,1314,194.6
109,830,195.1
110,920,195.6
111,1233,195.9
112,819,196.20000000000002
113,1290,198.20000000000002
114,1248,198.9
115,922,199.6
116,1589,199.6
117,1318,199.8
118,1520,199.9
119,923,204.1
120,1203,206.1
121,1258,209.3
122,1225,214.8
123,1291,215.9
124,1094,216.70000000000002
125,1432,217.1
126,909,218.70000000000002
127,1384,219.0
128,1121,219.1
129,1195,219.3
130,927,219.8
131,1154,222.70000000000002
132,1446,223.6
133,1277,227.6
134,1168,230.4
135,990,234.6
136,1439,235.70000000000002
137,1116,235.8
138,1131,236.0
139,1089,236.70000000000002
140,1257,238.5
141,1531,241.70000000000002
142,1122,241.8
143,868,242.9
144,870,243.1
145,1188,243.4
146,1031,243.8
147,1592,245.5
148,1348,246.1
149,999,247.0
150,941,247.8
151,1295,248.1
152,968,248.4
153,1397,248.6
154,1379,248.9
155,879,249.5
156,1468,250.0
157,938,250.20000000000002
158,813,251.3
159,1585,251.3
160,811,251.4
161,1209,251.6
162,1387,252.70000000000002
163,1210,254.20000000000002
164,1021,256.8
165,1162,258.7
166,1436,259.8
167,1363,261.1
168,1321,261.2
169,939,261.7
170,1028,264.4
171,1118,264.4
172,1153,265.2
173,1330,266.4
174,927,266.5
175,920,268.1
176,1445,269.5
177,982,271.2
178,1053,272.2
179,1491,273.3
180,882,273.90000000000003
181,876,274.1
182,1002,274.7
183,926,275.3
184,1598,275.90000000000003
185,1022,276.6
186,1178,277.3
187,1533,277.6
188,925,278.3
189,1450,278.3
190,817,279.0
191,1559,281.8
192,1510,282.1
193,1416,283.1
194,843,283.3
195,1160,285.8
196,1497,286.90000000000003
197,996,287.8
198,1591,287.8
199,839,288.40000000000003
200,929,293.1
201,856,294.7
202,979,296.0
203,1109,296.40000000000003
204,1343,296.6
205,1384,297.3
206,1201,298.7
207,1255,299.3
208,1589,300.3
209,978,302.2
210,1564,303.0
211,1549,303.5
212,830,304.0
213,1022,304.5
214,1490,305.3
215,1103,306.0
216,975,307.2
217,848,307.40000000000003
218,901,308.2
219,1161,308.3
220,1567,308.90000000000003
221,1102,309.0
222,862,309.40000000000003
223,1143,310.90000000000003
224,815,313.90000000000003
225,1319,314.40000000000003
226,1170,316.2
227,1489,317.2
228,990,318.40000000000003
229,1031,319.90000000000003
230,812,322.1
231,984,322.6
232,1582,322.6
233,1356,322.7
234,1367,323.3
235,1496,324.2
236,856,327.3
237,1293,328.1
238,1069,328.2
239,1256,329.1
240,1345,329.5
241,1142,330.0
242,934,332.3
243,1189,333.7
244,1400,334.1
245,912,335.90000000000003
246,989,336.7
247,1113,337.40000000000003
248,1324,339.0
249,1203,340.3
250,855,341.40000000000003
251,1568,341.7
252,1438,341.90000000000003
253,1156,343.2
254,1092,344.5
255,1422,347.40000000000003
256,1157,347.5
257,988,351.5
258,1029,351.6
259,1122,353.3
260,1279,353.5
261,1306,353.6
262,844,354.1
263,820,354.7
264,1304,354.90000000000003
265,1442,355.90000000000003
266,994,356.0
267,1155,356.2
268,901,357.90000000000003
269,931,357.90000000000003
270,1544,358.0
271,1216,358.5
272,987,358.90000000000003
273,1563,359.1
274,1042,359.3
275,1147,359.5
276,1106,359.7
277,1289,360.6
278,1094,360.8
279,1417,361.1
280,1331,361.2
281,1490,361.2
282,993,361.90000000000003
283,882,362.1
284,1134,362.5
285,1322,363.40000000000003
286,952,364.40000000000003
287,1007,364.7
288,1275,365.6
289,893,366.0
290,1242,367.3
291,835,369.1
292,1226,369.6
293,1476,369.7
294,1114,370.2
295,802,371.0
296,1479,372.2
297,1378,372.5
298,1432,372.7
299,805,373.40000000000003
300,1186,374.8
301,1406,375.2
302,1267,375.3
303,1457,375.90000000000003
304,1078,376.1
305,1564,377.2
306,1600,378.2
307,1572,378.6
308,1473,378.7
309,1240,380.0
310,1583,380.3
311,832,380.5
312,1273,380.8
313,1230,380.90000000000003
314,813,381.0
315,1098,381.40000000000003
316,1468,381.40000000000003
317,1253,381.5
318,1431,382.0
319,1085,382.40000000000003
320,889,382.6
321,1443,383.3
322,1162,383.40000000000003
323,1561,383.8
324,1143,384.1
325,1087,384.6
326,819,384.7
327,929,385.90000000000003
328,867,386.40000000000003
329,1578,386.8
330,847,387.1
331,902,387.3
332,1043,387.5
333,1002,387.6
334,825,387.8
335,1220,387.8
336,1125,388.1
337,1396,388.40000000000003
338,1108,390.8
339,1491,390.90000000000003
340,916,391.2
341,1042,391.5
342,1395,392.5
343,1217,392.6
344,1262,393.1
345,1238,393.3
346,1488,393.40000000000003
347,1459,393.6
348,1460,393.6
349,1111,395.90000000000003
350,1402,397.7
351,1461,397.90000000000003
352,1073,400.3
353,884,400.5
354,1135,401.90000000000003
355,868,403.90000000000003
356,1315,404.6
357,1499,405.6
358,908,405.7
359,1383,406.2
360,923,406.3
361,1065,407.6
362,1330,407.8
363,1507,407.90000000000003
364,1234,408.1
365,987,409.7
366,1445,410.5
367,1568,412.5
368,922,413.1
369,1085,413.2
370,1233,414.90000000000003
371,900,417.2
372,1281,418.1
373,1582,418.6
374,1556,418.7
375,1228,419.0
376,874,420.40000000000003
377,1009,420.5
378,1161,420.7
379,831,421.40000000000003
380,1430,422.1
381,1282,422.8
382,1350,423.5
383,1584,424.1
384,964,424.8
385,894,427.0
386,1022,428.1
387,1216,428.1
388,1124,431.2
389,1128,434.2
390,1545,435.1
391,966,435.3
392,1244,435.6
393,907,436.6
394,1105,438.6
395,840,440.5
396,1118,441.3
397,1189,441.90000000000003
398,1334,442.1
399,822,443.0
400,1554,443.0
401,805,444.8
402,973,446.90000000000003
403,1197,447.90000000000003
404,960,448.40000000000003
405,923,449.3
406,1289,450.7
407,1107,450.8
408,1199,451.1
409,1135,451.7
410,1431,452.2
411,881,453.40000000000003
412,1151,453.7
413,820,456.1
414,1096,456.8
415,1458,457.8
416,905,458.40000000000003
417,985,458.7
418,1472,458.7
419,1481,458.90000000000003
420,1424,459.3
421,1262,459.40000000000003
422,1101,460.2
423,1163,460.2
424,1411,460.40000000000003
425,1373,460.7
426,991,460.8
427,833,461.0
428,977,461.1
429,1358,462.1
430,1416,462.6
431,852,462.7
432,888,464.2
433,1437,464.40000000000003
434,1443,466.0
435,840,466.1
436,1366,466.2
437,1328,466.40000000000003
438,1049,466.7
439,1434,466.90000000000003
440,918,468.8
441,988,469.0
442,1016,469.3
443,879,469.40000000000003
444,1139,470.7
445,893,470.90000000000003
446,1335,471.40000000000003
447,1110,471.7
448,1177,471.7
449,1357,472.5
450,855,472.8
451,812,474.3
452,964,474.6
453,821,475.40000000000003
454,959,475.90000000000003
455,1045,476.2
456,1317,476.7
457,1245,476.90000000000003
458,945,477.3
459,1155,477.7
460,1089,477.90000000000003
461,909,478.2
462,1082,478.90000000000003
463,1227,478.90000000000003
464,1129,479.6
465,1401,480.3
466,1012,481.0
467,1066,481.90000000000003
468,968,482.6
469,940,484.2
470,1131,485.3
471,1011,486.2
472,1100,486.3
473,1030,486.40000000000003
474,969,487.6
475,1337,488.0
476,958,488.40000000000003
477,1065,488.40000000000003
478,1421,488.6
479,1122,488.7
480,819,488.90000000000003
481,1053,489.3
482,1281,489.8
483,859,490.0
484,1205,490.6
485,1578,491.2
486,1283,491.3
487,944,492.3
488,979,492.40000000000003
489,1517,492.5
490,1349,493.2
491,1105,493.3
492,1228,493.6
493,1383,494.3
494,1092,496.7
495,1161,498.5
496,1331,498.5
497,1291,498.6
498,1305,499.40000000000003
499,1125,499.5
500,1385,499.7
501,901,501.2
502,945,501.8
503,1446,502.1
504,1497,503.5
505,1076,504.3
506,1197,504.90000000000003
507,870,505.2
508,1234,505.40000000000003
509,1246,505.8
510,1135,506.2
511,1318,506.2
512,1265,506.90000000000003
513,1095,507.6
514,840,508.40000000000003
515,1416,508.40000000000003
516,1527,508.7
517,1039,509.0
518,1027,509.1
519,1220,510.3
520,1196,512.4
521,924,512.7
522,1213,512.9
523,1427,513.2
524,1223,513.6
525,1399,513.8
526,1262,513.9
527,1548,514.8
528,1555,516.1
529,1387,517.3
530,1453,517.3
531,1590,517.7
532,1493,518.1
533,1566,518.1
534,952,518.4
535,917,520.5
536,1343,521.4
537,885,522.1
538,1376,522.1
539,825,522.3
540,1501,523.4
541,892,523.7
542,1341,523.9
543,1600,524.0
