,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,1.0,0.0
7,70.0,0.0,0.0
8,80.0,0.5,0.5
9,90.0,2.0,0.0
10,100.0,3.5000000000000004,3.0
11,110.0,3.0,1.5
12,120.0,3.5000000000000004,4.5
13,130.0,5.5,3.0
14,140.0,4.5,8.5
15,150.0,4.5,6.500000000000001
16,160.0,6.0,4.5
17,170.0,5.0,4.5
18,180.0,7.5,8.0
19,190.0,8.0,11.5
20,200.0,4.0,3.0
21,210.0,7.5,7.000000000000001
22,220.0,6.500000000000001,3.5000000000000004
23,230.0,9.5,8.0
24,240.0,8.5,8.0
25,250.0,3.5000000000000004,6.500000000000001
26,260.0,3.0,5.5
27,270.0,3.0,8.5
28,280.0,5.5,7.5
29,290.0,6.0,5.0
30,300.0,6.0,8.5
31,310.0,9.0,8.0
32,320.0,2.0,3.5000000000000004
33,330.0,6.500000000000001,10.499999999999998
34,340.0,3.5000000000000004,8.0
35,350.0,1.5,12.5
36,360.0,2.0,10.499999999999998
37,370.0,5.0,11.5
38,380.0,3.0,15.0
39,390.0,3.5000000000000004,7.5
40,400.0,5.5,12.0
41,410.0,4.0,10.499999999999998
42,420.0,5.5,6.0
43,430.0,7.000000000000001,10.499999999999998
44,440.0,6.500000000000001,9.0
45,450.0,5.0,10.499999999999998
46,460.0,2.0,11.0
47,470.0,4.5,15.5
48,480.0,2.5,16.0
49,490.0,6.0,16.0
50,500.0,3.0,9.0
51,510.0,3.0,7.5
52,520.0,3.5000000000000004,11.5
53,530.0,3.0,8.5
54,540.0,4.0,9.5
55,550.0,4.5,15.5
56,560.0,3.0,8.0
57,570.0,1.5,7.5
58,580.0,4.5,13.000000000000002
59,590.0,2.5,14.000000000000002
60,600.0,2.5,9.5
61,610.0,4.0,14.499999999999998
62,620.0,1.5,17.0
63,630.0,3.0,18.0
64,640.0,3.0,26.500000000000004
65,650.0,0.0,9.5
66,660.0,1.0,10.0
67,670.0,2.0,15.0
