,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,1.0,0.5
7,70.0,0.0,0.5
8,80.0,0.5,1.0
9,90.0,2.0,1.0
10,100.0,5.5,3.0
11,110.0,5.5,3.0
12,120.0,4.0,8.5
13,130.0,3.5000000000000004,5.0
14,140.0,3.5000000000000004,7.000000000000001
15,150.0,2.0,6.500000000000001
16,160.0,5.0,4.5
17,170.0,5.0,6.0
18,180.0,4.0,8.0
19,190.0,5.0,10.499999999999998
20,200.0,2.0,2.5
21,210.0,4.5,8.0
22,220.0,4.5,5.5
23,230.0,6.500000000000001,8.0
24,240.0,5.5,7.5
25,250.0,4.0,12.5
26,260.0,2.0,7.000000000000001
27,270.0,1.0,9.5
28,280.0,4.5,12.5
29,290.0,3.0,8.0
30,300.0,2.5,14.499999999999998
31,310.0,6.0,17.499999999999996
32,320.0,2.0,12.5
33,330.0,2.0,16.5
34,340.0,0.5,9.0
35,350.0,1.5,19.0
36,360.0,0.5,12.5
37,370.0,2.0,22.5
38,380.0,0.0,14.499999999999998
39,390.0,0.0,12.0
40,400.0,3.5000000000000004,22.5
41,410.0,1.0,15.0
42,420.0,0.5,23.0
43,430.0,0.0,17.499999999999996
44,440.0,0.5,32.0
45,450.0,0.0,7.5
46,460.0,0.5,36.5
47,470.0,0.0,8.5
48,480.0,0.0,21.5
49,490.0,1.0,24.5
50,500.0,0.5,18.0
51,510.0,0.0,30.0
52,520.0,0.5,27.000000000000004
53,530.0,0.0,15.5
54,540.0,0.5,22.0
55,550.0,0.5,22.5
56,560.0,0.0,22.0
57,570.0,0.0,23.5
58,580.0,0.0,22.5
59,590.0,0.0,22.5
60,600.0,0.0,6.500000000000001
61,610.0,0.0,43.0
62,620.0,0.0,6.0
63,630.0,0.5,35.5
64,640.0,0.5,16.0
65,650.0,0.0,18.0
66,660.0,0.0,28.499999999999996
67,670.0,0.0,31.5
68,680.0,0.0,10.499999999999998
69,690.0,0.0,20.499999999999996
