,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,0.5,0.0
7,70.0,0.0,0.0
8,80.0,1.0,1.0
9,90.0,2.0,1.5
10,100.0,5.5,2.5
11,110.0,6.0,1.0
12,120.0,5.0,4.5
13,130.0,4.5,2.5
14,140.0,4.5,6.500000000000001
15,150.0,6.500000000000001,6.0
16,160.0,7.000000000000001,3.5000000000000004
17,170.0,5.5,5.5
18,180.0,10.0,2.0
19,190.0,11.0,7.5
20,200.0,8.5,3.0
21,210.0,7.5,3.5000000000000004
22,220.0,11.0,2.5
23,230.0,13.500000000000002,2.5
24,240.0,20.499999999999996,4.0
25,250.0,7.000000000000001,2.0
26,260.0,11.5,4.0
27,270.0,19.0,6.0
28,280.0,7.5,2.5
29,290.0,19.0,1.5
30,300.0,15.5,4.5
31,310.0,14.499999999999998,5.0
32,320.0,14.000000000000002,1.0
33,330.0,17.499999999999996,2.5
34,340.0,10.0,3.5000000000000004
35,350.0,10.499999999999998,4.0
36,360.0,14.499999999999998,4.5
37,370.0,9.5,2.5
38,380.0,16.5,4.0
39,390.0,9.5,3.0
40,400.0,13.000000000000002,3.0
41,410.0,23.0,4.0
42,420.0,11.5,1.5
43,430.0,14.499999999999998,2.5
44,440.0,12.0,1.5
45,450.0,15.5,2.5
46,460.0,15.0,4.0
47,470.0,17.499999999999996,5.0
48,480.0,18.5,1.0
49,490.0,17.0,1.5
50,500.0,25.0,2.0
51,510.0,16.0,2.5
52,520.0,16.0,1.0
53,530.0,13.500000000000002,1.0
54,540.0,20.499999999999996,1.0
55,550.0,10.0,1.0
56,560.0,14.000000000000002,1.5
57,570.0,22.5,1.0
58,580.0,19.5,1.5
59,590.0,20.0,1.0
60,600.0,21.5,1.0
61,610.0,29.5,0.5
62,620.0,14.000000000000002,0.0
63,630.0,25.0,0.5
64,640.0,28.999999999999996,0.5
65,650.0,16.0,0.0
66,660.0,30.0,0.5
67,670.0,13.000000000000002,0.0
