tau_m_ex,tau_m_in,C_m_ex,C_m_in,theta,t_ref_ex,t_ref_in,V_membrane,V_threshold,V_reset,nr_ports,tau_syn_noise,tau_syn_AMPA,tau_syn_NMDA,tau_syn_GABA,epsilon_ex_AB_BA,epsilon_ex_reccurent,epsilon_ex_AI_BI,epsilon_in_IA_IB,epsilon_in_recurrent,delay_noise,delay_AMPA,delay_GABA,delay_NMDA
20.0,10.0,500.0,200.0,-55.0,2.0,1.0,-70.0,-50.0,-55.0,4.0,5.0,2.0,100.0,5.0,0.2,0.4,0.4,0.4,0.3,0.5,0.5,0.5,2.5
