tau_m_ex,tau_m_in,C_m_ex,C_m_in,theta,t_ref_ex,t_ref_in,V_membrane,V_threshold,V_reset,nr_ports,tau_syn_noise,tau_syn_AMPA,tau_syn_NMDA,tau_syn_GABA,J,eta_ex,eta_in,ratio_noise_rate,ratio_stim_rate,delay_noise,delay_ex_AB_BA,delay_ex_reccurent,delay_ex_AI_BI,delay_in_IA_IB,delay_in_recurrent,w_plus,w_minus,epsilon_ex_AB_BA,epsilon_ex_reccurent,epsilon_ex_AI_BI,epsilon_in_IA_IB,epsilon_in_recurrent,start_stim,end_stim,delay_AMPA,delay_GABA,delay_NMDA
20.00,10.00,500.00,200.00,-55.00,2.00,1.00,-70.00,-50.00,-55.00,4.00,5.00,2.00,100.00,5.00,0.04,1.00,0.96,1.30,12.00,0.50,0.50,0.50,0.50,1.00,0.50,1.70,0.80,0.20,0.35,0.35,0.35,0.25,500.00,1000.00,0.50,0.50,2.50
