,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,0.5,0.0
7,70.0,0.0,0.0
8,80.0,1.0,0.5
9,90.0,2.0,0.0
10,100.0,5.5,2.5
11,110.0,5.5,2.0
12,120.0,3.5000000000000004,2.0
13,130.0,5.0,3.5000000000000004
14,140.0,6.500000000000001,5.0
15,150.0,7.5,8.5
16,160.0,5.0,2.5
17,170.0,4.5,5.0
18,180.0,8.0,2.5
19,190.0,10.499999999999998,11.0
20,200.0,6.0,2.5
21,210.0,8.0,7.5
22,220.0,4.0,3.5000000000000004
23,230.0,9.0,6.0
24,240.0,9.5,4.5
25,250.0,7.000000000000001,2.5
26,260.0,5.0,4.0
27,270.0,4.0,8.0
28,280.0,9.0,5.5
29,290.0,10.0,4.5
30,300.0,9.5,8.5
31,310.0,14.499999999999998,5.0
32,320.0,10.499999999999998,4.0
33,330.0,11.0,4.0
34,340.0,4.0,3.5000000000000004
35,350.0,10.499999999999998,7.000000000000001
36,360.0,8.0,5.0
37,370.0,7.5,4.5
38,380.0,17.0,6.500000000000001
39,390.0,7.000000000000001,3.0
40,400.0,7.5,3.0
41,410.0,11.5,5.0
42,420.0,8.0,5.5
43,430.0,8.5,4.5
44,440.0,12.0,6.0
45,450.0,12.0,7.000000000000001
46,460.0,10.499999999999998,6.500000000000001
47,470.0,14.000000000000002,6.500000000000001
48,480.0,15.0,3.5000000000000004
49,490.0,10.499999999999998,2.5
50,500.0,11.0,4.0
51,510.0,20.999999999999996,3.0
52,520.0,6.0,2.5
53,530.0,14.499999999999998,1.5
54,540.0,12.5,2.5
55,550.0,16.0,2.5
56,560.0,15.5,2.0
57,570.0,21.5,1.5
58,580.0,15.5,1.5
59,590.0,15.0,2.0
60,600.0,17.0,1.0
61,610.0,19.0,0.5
62,620.0,14.499999999999998,0.5
63,630.0,19.0,1.0
64,640.0,12.0,1.5
65,650.0,16.5,1.0
66,660.0,18.0,0.5
67,670.0,12.0,1.0
