,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,0.5,0.0
7,70.0,0.0,0.0
8,80.0,1.0,1.0
9,90.0,2.0,1.5
10,100.0,5.5,2.5
11,110.0,4.0,2.0
12,120.0,3.0,4.5
13,130.0,5.0,4.5
14,140.0,4.0,13.000000000000002
15,150.0,3.0,7.5
16,160.0,7.000000000000001,4.0
17,170.0,6.0,5.0
18,180.0,8.0,3.0
19,190.0,8.5,8.5
20,200.0,4.0,4.0
21,210.0,9.0,6.0
22,220.0,8.5,5.0
23,230.0,8.5,5.5
24,240.0,13.500000000000002,6.500000000000001
25,250.0,7.000000000000001,4.5
26,260.0,5.0,4.5
27,270.0,4.5,7.5
28,280.0,13.000000000000002,6.0
29,290.0,15.5,2.5
30,300.0,10.0,4.0
31,310.0,9.5,3.5000000000000004
32,320.0,5.5,1.5
33,330.0,11.0,6.500000000000001
34,340.0,6.500000000000001,3.5000000000000004
35,350.0,11.5,4.0
36,360.0,12.5,2.5
37,370.0,11.0,1.5
38,380.0,20.499999999999996,4.0
39,390.0,8.0,1.5
40,400.0,9.5,2.5
41,410.0,22.5,3.0
42,420.0,11.5,2.5
43,430.0,15.0,2.5
44,440.0,11.0,1.5
45,450.0,15.0,2.5
46,460.0,12.5,2.5
47,470.0,17.499999999999996,1.5
48,480.0,22.0,1.5
49,490.0,12.5,1.0
50,500.0,18.5,1.5
51,510.0,19.0,3.0
52,520.0,8.5,1.0
53,530.0,18.5,2.0
54,540.0,17.0,0.5
55,550.0,14.000000000000002,1.0
56,560.0,23.5,2.0
57,570.0,23.5,0.5
58,580.0,20.0,1.0
59,590.0,17.499999999999996,1.0
60,600.0,11.0,0.5
61,610.0,25.0,1.0
62,620.0,7.5,0.0
63,630.0,32.5,1.0
64,640.0,9.5,0.5
65,650.0,27.500000000000004,1.0
66,660.0,7.5,0.5
67,670.0,20.999999999999996,0.0
68,680.0,10.499999999999998,0.0
69,690.0,18.0,0.0
