,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,0.5,0.0
7,70.0,0.0,0.0
8,80.0,0.5,0.5
9,90.0,2.0,1.0
10,100.0,5.0,3.0
11,110.0,1.0,2.0
12,120.0,5.0,5.5
13,130.0,3.5000000000000004,3.5000000000000004
14,140.0,3.5000000000000004,9.0
15,150.0,3.5000000000000004,7.000000000000001
16,160.0,6.500000000000001,5.5
17,170.0,6.500000000000001,7.5
18,180.0,9.0,9.5
19,190.0,7.5,9.0
20,200.0,5.0,2.0
21,210.0,5.5,7.5
22,220.0,5.0,4.0
23,230.0,6.500000000000001,6.500000000000001
24,240.0,9.5,8.0
25,250.0,3.0,8.5
26,260.0,2.5,4.5
27,270.0,3.0,9.0
28,280.0,9.0,9.0
29,290.0,5.5,5.0
30,300.0,5.5,9.0
31,310.0,7.000000000000001,8.0
32,320.0,2.0,5.5
33,330.0,4.5,9.5
34,340.0,3.5000000000000004,4.5
35,350.0,4.5,10.0
36,360.0,5.0,9.0
37,370.0,5.5,10.0
38,380.0,3.5000000000000004,13.500000000000002
39,390.0,6.0,12.5
40,400.0,2.5,9.0
41,410.0,3.0,12.0
42,420.0,5.0,13.000000000000002
43,430.0,4.5,7.5
44,440.0,4.0,14.000000000000002
45,450.0,1.5,15.0
46,460.0,1.0,9.0
47,470.0,1.0,19.5
48,480.0,1.5,22.0
49,490.0,2.5,18.0
50,500.0,3.5000000000000004,10.0
51,510.0,3.0,19.0
52,520.0,1.0,20.0
53,530.0,2.0,6.500000000000001
54,540.0,0.5,18.5
55,550.0,1.0,20.499999999999996
56,560.0,0.5,17.0
57,570.0,2.0,24.5
58,580.0,0.0,13.000000000000002
59,590.0,2.0,20.999999999999996
60,600.0,0.5,6.500000000000001
61,610.0,1.5,26.500000000000004
62,620.0,0.0,16.0
63,630.0,2.5,27.000000000000004
64,640.0,1.0,17.499999999999996
65,650.0,0.0,17.0
66,660.0,0.0,29.5
67,670.0,0.0,28.499999999999996
