,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,0.5,0.5
7,70.0,0.0,0.5
8,80.0,0.0,0.5
9,90.0,1.5,0.0
10,100.0,4.5,1.5
11,110.0,5.5,2.5
12,120.0,7.000000000000001,1.0
13,130.0,8.0,0.5
14,140.0,8.5,2.5
15,150.0,9.5,3.0
16,160.0,8.0,2.5
17,170.0,10.499999999999998,1.5
18,180.0,18.5,2.0
19,190.0,16.5,2.5
20,200.0,10.499999999999998,1.5
21,210.0,15.5,0.5
22,220.0,10.0,1.5
23,230.0,19.0,1.5
24,240.0,12.5,1.0
25,250.0,10.499999999999998,2.5
26,260.0,15.0,3.0
27,270.0,15.0,1.5
28,280.0,18.0,2.0
29,290.0,22.0,0.5
30,300.0,13.500000000000002,1.0
31,310.0,19.5,0.5
32,320.0,22.0,0.5
33,330.0,15.0,0.0
34,340.0,20.499999999999996,0.0
35,350.0,15.5,0.5
36,360.0,34.0,0.5
37,370.0,9.0,0.0
38,380.0,41.49999999999999,0.5
39,390.0,8.0,0.0
40,400.0,27.000000000000004,0.0
41,410.0,27.500000000000004,0.0
42,420.0,24.0,1.0
43,430.0,24.5,0.0
44,440.0,26.500000000000004,0.0
45,450.0,28.999999999999996,0.5
46,460.0,7.5,0.0
47,470.0,34.0,0.0
48,480.0,27.000000000000004,0.0
49,490.0,23.5,0.0
50,500.0,36.5,0.5
51,510.0,18.5,0.5
52,520.0,40.0,0.0
53,530.0,8.5,0.0
54,540.0,32.0,0.0
55,550.0,26.500000000000004,0.0
56,560.0,26.000000000000004,0.0
57,570.0,39.5,0.0
58,580.0,7.5,0.0
59,590.0,30.5,0.0
60,600.0,24.0,0.0
61,610.0,30.5,0.0
62,620.0,41.99999999999999,0.0
63,630.0,12.5,0.0
64,640.0,23.5,0.0
65,650.0,30.0,0.0
66,660.0,26.500000000000004,0.0
67,670.0,18.5,0.0
68,680.0,14.000000000000002,0.0
69,690.0,39.5,0.0
