,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,0.5,0.5
7,70.0,0.0,0.5
8,80.0,0.5,1.0
9,90.0,2.0,0.5
10,100.0,5.0,2.5
11,110.0,4.0,1.5
12,120.0,3.0,3.5000000000000004
13,130.0,4.5,3.0
14,140.0,3.5000000000000004,5.0
15,150.0,2.5,7.5
16,160.0,7.5,3.5000000000000004
17,170.0,7.000000000000001,6.0
18,180.0,9.0,2.0
19,190.0,10.499999999999998,8.0
20,200.0,7.5,3.0
21,210.0,8.0,4.5
22,220.0,10.0,2.5
23,230.0,10.499999999999998,1.0
24,240.0,13.000000000000002,3.0
25,250.0,8.5,3.0
26,260.0,6.500000000000001,4.0
27,270.0,10.499999999999998,7.000000000000001
28,280.0,9.0,4.0
29,290.0,20.499999999999996,3.5000000000000004
30,300.0,10.499999999999998,5.5
31,310.0,14.499999999999998,2.5
32,320.0,10.0,2.0
33,330.0,13.000000000000002,4.0
34,340.0,7.000000000000001,3.0
35,350.0,11.5,3.5000000000000004
36,360.0,13.500000000000002,5.0
37,370.0,9.5,2.5
38,380.0,19.0,4.0
39,390.0,7.000000000000001,2.0
40,400.0,10.0,3.0
41,410.0,26.000000000000004,5.0
42,420.0,15.0,2.0
43,430.0,12.0,2.5
44,440.0,15.0,2.5
45,450.0,27.500000000000004,3.0
46,460.0,11.0,1.5
47,470.0,21.5,2.0
48,480.0,23.0,1.0
49,490.0,9.0,1.0
50,500.0,23.0,1.0
51,510.0,19.5,3.5000000000000004
52,520.0,7.5,1.0
53,530.0,16.5,1.5
54,540.0,21.5,0.5
55,550.0,10.0,1.0
56,560.0,14.499999999999998,2.0
57,570.0,23.0,0.5
58,580.0,16.5,0.5
59,590.0,21.5,2.0
60,600.0,13.000000000000002,1.0
61,610.0,24.5,0.5
62,620.0,14.499999999999998,0.5
63,630.0,18.5,0.5
64,640.0,13.000000000000002,0.5
65,650.0,18.5,0.5
66,660.0,18.0,0.5
