,ID neuron pop_A,event time pop_A
0,276,65.9
1,423,86.7
2,519,96.7
3,439,98.60000000000001
4,570,100.60000000000001
5,460,101.4
6,31,103.2
7,651,104.10000000000001
8,445,104.60000000000001
9,288,106.60000000000001
10,747,106.8
11,534,107.2
12,584,110.8
13,140,112.3
14,482,117.3
15,211,120.10000000000001
16,210,123.2
17,131,124.3
18,612,125.5
19,452,125.60000000000001
20,781,127.0
21,29,133.6
22,52,133.6
23,698,137.0
24,619,137.4
25,581,138.0
26,740,139.20000000000002
27,168,139.8
28,326,139.8
29,107,141.6
30,24,143.3
31,694,146.70000000000002
32,15,147.4
33,434,148.9
34,590,149.0
35,414,149.20000000000002
36,80,150.20000000000002
37,111,152.0
38,520,153.4
39,681,156.70000000000002
40,206,157.20000000000002
41,67,157.9
42,762,158.0
43,370,159.1
44,515,159.70000000000002
45,548,159.70000000000002
46,507,160.4
47,786,160.6
48,66,160.70000000000002
49,38,161.4
50,538,162.0
51,176,162.1
52,610,162.1
53,646,165.3
54,30,167.3
55,729,167.6
56,395,168.1
57,634,169.4
58,517,171.9
59,17,172.1
60,299,172.5
61,292,173.0
62,595,173.6
63,26,174.1
64,326,175.1
65,106,175.3
66,188,176.70000000000002
67,502,177.5
68,642,178.6
69,609,182.20000000000002
70,389,183.20000000000002
71,525,183.8
72,725,183.9
73,87,184.20000000000002
74,385,184.8
75,444,184.9
76,625,186.0
77,124,186.4
78,267,186.8
79,504,186.9
80,311,187.4
81,179,187.5
82,332,187.6
83,273,188.3
84,74,188.4
85,279,188.6
86,563,188.70000000000002
87,598,189.1
88,64,189.20000000000002
89,353,190.6
90,11,190.70000000000002
91,157,191.1
92,674,191.4
93,582,192.1
94,172,192.6
95,398,192.8
96,491,193.1
97,492,193.5
98,24,194.1
99,758,194.5
100,490,194.6
101,216,194.9
102,549,195.0
103,59,195.6
104,767,196.0
105,282,196.20000000000002
106,770,197.0
107,716,197.20000000000002
108,728,197.20000000000002
109,195,197.5
110,280,198.1
111,552,198.4
112,777,200.20000000000002
113,488,200.5
114,484,202.6
115,148,204.70000000000002
116,265,205.1
117,591,206.5
118,799,206.5
119,91,206.8
120,749,208.70000000000002
121,319,210.3
122,360,210.4
123,483,213.20000000000002
124,136,214.4
125,65,215.0
126,784,215.20000000000002
127,224,215.9
128,313,216.0
129,415,216.5
130,764,216.5
131,422,217.0
132,278,217.1
133,456,217.1
