,ID neuron pop_B,event time pop_B
0,1033,87.3
1,941,100.0
2,1574,101.2
3,1262,103.3
4,808,104.2
5,814,108.5
6,1350,108.9
7,974,109.9
8,1155,112.5
9,1260,115.5
10,1351,116.5
11,1017,120.10000000000001
12,1456,123.2
13,878,124.9
14,1139,127.4
15,1176,131.7
16,982,133.1
17,1282,133.8
18,997,134.5
19,1213,138.20000000000002
20,1437,140.0
21,1231,140.8
22,1352,141.6
23,860,144.4
24,904,144.6
25,1365,146.70000000000002
26,976,147.20000000000002
27,1428,147.5
28,1461,151.6
29,1501,152.4
30,1582,152.6
31,889,153.3
32,1129,153.5
33,1402,155.4
34,832,156.0
35,1167,156.70000000000002
36,1275,157.4
37,1334,159.0
38,1324,160.1
39,1445,162.20000000000002
40,1423,166.3
41,947,169.1
42,1537,171.6
43,1558,175.0
44,1332,177.4
45,955,179.6
46,972,181.6
47,828,185.3
48,836,186.20000000000002
49,1353,187.70000000000002
50,1232,190.1
51,1314,190.5
52,1515,192.4
53,993,192.8
54,1229,193.4
55,1499,194.8
56,830,198.20000000000002
57,1051,198.6
58,922,203.20000000000002
59,1203,208.70000000000002
60,923,210.0
61,1094,217.8
62,1225,224.8
63,1233,235.3
64,990,236.0
65,1116,236.3
66,1257,242.0
67,1592,247.5
68,868,247.9
69,1295,249.1
70,1379,250.9
71,941,251.3
72,879,257.1
73,1348,257.3
74,1162,260.8
75,1585,261.6
76,1118,264.9
77,1363,265.0
78,927,266.3
79,920,266.4
80,1028,268.1
81,1330,269.3
82,982,271.6
83,876,276.5
84,882,278.1
85,1022,280.1
86,817,287.3
87,1178,289.8
88,925,291.7
89,996,292.5
90,1109,304.0
91,979,304.40000000000003
92,830,306.1
93,975,312.2
94,856,323.0
95,1496,352.3
96,1147,364.90000000000003
97,1476,380.40000000000003
98,1042,391.3
99,1162,400.1
100,1085,403.7
101,1564,404.0
102,1135,417.1
103,987,419.2
104,1124,440.0
105,840,449.40000000000003
106,822,450.1
107,1334,454.7
108,1199,455.40000000000003
109,1373,474.8
110,945,495.3
111,1416,511.1
112,840,520.5
113,1533,618.2
114,1477,720.1
115,1051,730.4
116,828,1009.8000000000001
117,1247,1103.4
118,868,1107.8
119,1506,1171.8
120,1180,1194.0
121,1136,1226.1000000000001
122,1520,1231.0
123,1591,1237.9
124,1424,1239.9
