,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,0.5,0.5
7,70.0,0.0,0.5
8,80.0,0.5,1.0
9,90.0,2.0,1.0
10,100.0,4.5,3.0
11,110.0,5.0,1.0
12,120.0,4.0,4.0
13,130.0,3.5000000000000004,3.0
14,140.0,3.5000000000000004,11.0
15,150.0,2.5,10.0
16,160.0,3.5000000000000004,4.5
17,170.0,4.0,6.0
18,180.0,6.500000000000001,6.500000000000001
19,190.0,9.0,10.499999999999998
20,200.0,3.5000000000000004,2.5
21,210.0,6.0,5.5
22,220.0,6.0,2.5
23,230.0,6.500000000000001,5.0
24,240.0,11.0,7.5
25,250.0,6.500000000000001,7.5
26,260.0,4.0,6.500000000000001
27,270.0,4.0,10.0
28,280.0,9.0,6.0
29,290.0,6.500000000000001,3.5000000000000004
30,300.0,7.000000000000001,8.0
31,310.0,9.0,5.5
32,320.0,5.5,4.5
33,330.0,14.000000000000002,6.0
34,340.0,3.0,3.0
35,350.0,9.5,7.5
36,360.0,8.0,4.5
37,370.0,4.5,4.5
38,380.0,10.499999999999998,10.0
39,390.0,7.000000000000001,3.0
40,400.0,7.000000000000001,3.5000000000000004
41,410.0,16.5,6.500000000000001
42,420.0,10.0,3.5000000000000004
43,430.0,12.0,3.5000000000000004
44,440.0,13.500000000000002,5.5
45,450.0,9.0,5.0
46,460.0,13.000000000000002,7.5
47,470.0,12.0,6.500000000000001
48,480.0,15.5,3.5000000000000004
49,490.0,13.000000000000002,2.5
50,500.0,9.5,3.5000000000000004
51,510.0,11.0,3.0
52,520.0,6.500000000000001,3.5000000000000004
53,530.0,17.0,1.0
54,540.0,23.0,3.5000000000000004
55,550.0,9.5,0.5
56,560.0,19.5,1.5
57,570.0,21.5,0.0
58,580.0,19.0,1.5
59,590.0,15.0,2.0
60,600.0,17.0,1.0
61,610.0,28.000000000000004,1.0
62,620.0,13.500000000000002,0.0
63,630.0,30.0,0.5
64,640.0,17.0,0.5
