,ID neuron pop_B,event time pop_B
0,836,75.4
1,1033,87.0
2,941,100.5
3,1574,100.60000000000001
4,808,104.10000000000001
5,974,109.8
6,814,109.9
7,1155,112.4
8,1260,114.0
9,1351,115.60000000000001
10,1456,122.9
11,893,124.5
12,1180,124.60000000000001
13,878,124.9
14,1139,127.60000000000001
15,932,128.3
16,1176,131.8
17,1282,133.6
18,982,135.0
19,997,135.1
20,1213,138.70000000000002
21,1437,140.4
22,1231,140.8
23,1137,141.4
24,1352,141.4
25,860,143.6
26,904,144.3
27,1365,146.1
28,976,147.0
29,1428,147.8
30,1129,151.8
31,1582,151.8
32,1501,151.9
33,1533,152.1
34,889,152.8
35,1402,154.9
36,832,155.5
37,1167,156.5
38,1334,157.1
39,1275,157.20000000000002
40,1324,159.4
41,1445,161.20000000000002
42,1049,162.20000000000002
43,852,165.9
44,1423,165.9
45,1158,166.5
46,947,168.1
47,1154,168.1
48,955,171.0
49,1537,171.4
50,1558,171.4
51,1282,172.1
52,1473,172.20000000000002
53,1332,172.6
54,854,173.1
55,1083,173.6
56,1169,175.20000000000002
57,972,175.4
58,1131,176.5
59,836,179.1
60,828,180.0
61,1576,180.8
62,1229,184.3
63,946,185.70000000000002
64,1011,186.0
65,1232,186.3
66,1353,186.3
67,1561,187.8
68,1314,189.20000000000002
69,1499,189.9
70,1319,190.70000000000002
71,1515,191.20000000000002
72,993,191.9
73,931,192.6
74,959,195.0
75,1100,195.0
76,1051,195.20000000000002
77,1379,195.8
78,819,196.20000000000002
79,830,196.6
80,1371,198.0
81,920,198.20000000000002
82,1248,199.20000000000002
83,922,200.5
84,1318,200.8
85,1290,202.0
86,1589,203.8
87,923,204.1
88,1516,206.1
89,1203,206.4
90,1128,207.8
91,1258,209.1
92,953,211.20000000000002
93,927,212.4
94,1284,213.4
95,1306,213.8
96,1225,214.1
97,1291,215.1
98,1397,215.1
99,1094,216.0
100,1432,217.0
101,909,217.70000000000002
102,1384,218.20000000000002
103,1195,218.70000000000002
104,1121,219.6
105,1495,219.6
106,1446,220.8
107,1320,222.4
108,1300,222.5
109,1255,223.5
110,1154,223.70000000000002
111,1029,223.9
112,1277,225.70000000000002
113,823,225.9
114,1168,227.8
115,1009,228.20000000000002
116,1233,230.1
117,1010,230.8
118,1116,231.6
119,990,234.1
120,1089,235.1
121,1439,236.3
122,1257,239.9
123,1122,241.3
124,1188,242.4
125,868,242.70000000000002
126,1531,243.0
127,1031,243.20000000000002
128,999,245.3
129,1592,245.8
130,1348,248.3
131,1295,248.4
132,941,249.4
133,1379,249.5
134,879,250.20000000000002
135,1468,250.20000000000002
136,938,250.6
137,968,252.1
138,1585,252.3
139,1210,254.9
140,1021,256.9
141,1162,259.5
142,1118,259.6
143,1363,261.7
144,1321,262.2
145,939,263.3
146,920,265.1
147,1153,265.5
148,1028,265.8
149,927,266.6
150,1330,266.6
151,1445,269.7
152,982,269.9
153,1053,270.5
154,882,272.5
155,1491,273.6
156,876,274.1
157,1002,274.6
158,926,274.90000000000003
159,925,275.90000000000003
160,1022,276.1
161,1598,276.5
162,1559,276.8
163,1193,277.3
164,1450,277.6
165,1533,277.7
166,1178,277.8
167,817,278.0
168,1234,278.90000000000003
169,1006,279.0
170,1510,281.6
171,1416,283.40000000000003
172,843,283.6
173,1247,286.0
174,1497,287.3
175,996,288.6
176,839,288.90000000000003
177,1591,289.3
178,856,295.7
179,979,296.3
180,1109,296.40000000000003
181,1343,297.90000000000003
182,1589,301.1
183,929,302.0
184,978,303.2
185,1564,303.3
186,830,303.5
187,1549,304.0
188,1022,305.3
189,848,307.90000000000003
190,975,309.7
191,1161,309.8
192,1567,310.3
193,862,310.5
194,1143,313.6
195,1319,316.8
196,815,317.6
197,1170,318.7
198,1489,319.2
