,ID neuron pop_A,event time pop_A
0,276,65.7
1,423,86.3
2,519,95.60000000000001
3,439,98.3
4,570,98.7
5,585,99.0
6,460,101.2
7,31,103.0
8,651,103.8
9,445,104.2
10,288,106.2
11,747,106.4
12,534,107.0
13,140,109.3
14,584,109.8
15,514,114.7
16,482,116.9
17,199,118.4
18,539,118.5
19,211,119.9
20,154,120.3
21,210,122.3
22,750,123.5
23,131,124.0
24,612,124.9
25,452,125.7
26,69,126.3
27,781,126.5
28,28,128.1
29,159,129.3
30,107,131.0
31,52,131.2
32,29,132.0
33,619,133.3
34,252,136.3
35,698,136.3
36,581,136.6
37,620,138.4
38,740,138.8
39,168,139.0
40,326,139.70000000000002
41,24,140.6
42,83,140.8
43,694,146.0
44,15,147.1
45,217,147.3
46,145,147.6
47,590,148.0
48,76,148.1
49,434,148.3
50,66,148.4
51,80,149.1
52,414,149.1
53,284,149.4
54,111,149.70000000000002
55,433,151.4
56,487,152.0
57,520,153.20000000000002
58,206,153.4
59,681,156.4
60,762,156.8
61,176,156.9
62,67,157.20000000000002
63,370,159.20000000000002
64,548,159.6
65,687,159.9
66,507,160.4
67,786,160.6
68,610,161.3
69,38,161.70000000000002
70,538,162.0
71,212,164.4
72,646,165.9
73,216,166.20000000000002
74,30,167.0
75,729,167.20000000000002
76,395,167.4
77,521,168.6
78,634,169.20000000000002
79,299,171.6
80,517,173.20000000000002
81,26,173.3
82,595,173.70000000000002
83,292,174.70000000000002
84,106,174.8
85,17,175.0
86,326,175.1
87,490,175.6
88,710,176.9
89,188,177.5
90,502,177.8
91,87,179.8
92,642,179.8
93,609,181.5
94,380,181.70000000000002
95,389,182.6
96,385,183.6
97,391,184.1
98,525,184.4
99,444,184.5
100,124,185.4
101,625,185.5
102,725,185.8
103,267,186.3
104,504,186.5
105,332,187.3
106,311,187.4
107,179,187.6
108,783,187.6
109,279,188.3
110,563,188.3
111,598,188.5
112,273,189.1
113,74,190.3
114,64,190.5
115,674,191.1
116,157,191.20000000000002
117,11,191.3
118,398,192.4
119,172,192.8
120,492,193.4
121,491,194.1
122,24,194.3
123,353,194.3
124,59,194.8
125,549,195.20000000000002
126,767,195.70000000000002
127,282,196.5
128,758,196.6
129,250,196.70000000000002
130,789,196.8
131,280,196.9
132,770,197.0
133,195,197.4
134,728,197.8
135,547,198.5
136,716,198.8
137,167,199.20000000000002
138,777,199.6
139,552,200.6
140,488,200.70000000000002
141,484,202.1
142,675,203.5
143,360,203.70000000000002
144,749,204.8
145,265,204.9
146,73,205.9
147,591,205.9
148,799,206.20000000000002
149,91,206.8
150,695,208.1
151,319,208.4
152,148,209.8
153,446,211.4
154,483,212.4
155,136,213.0
156,313,214.0
157,65,214.8
158,224,214.9
159,784,215.5
160,415,216.0
161,764,216.1
162,278,216.5
163,456,216.9
164,422,217.4
165,123,218.4
166,298,218.5
167,649,219.4
168,390,220.0
169,264,220.8
170,671,221.9
171,678,223.8
172,419,224.5
173,235,225.1
174,606,225.20000000000002
175,725,225.6
176,722,226.6
177,561,227.3
178,665,227.3
179,211,227.5
180,102,227.6
181,647,228.0
182,403,228.5
183,587,229.0
184,98,230.1
185,169,230.70000000000002
186,92,230.9
187,113,232.1
188,234,234.20000000000002
189,590,236.0
190,445,236.20000000000002
191,728,236.20000000000002
192,534,236.3
