,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,0.5,0.0
7,70.0,0.0,0.0
8,80.0,0.5,0.5
9,90.0,2.0,0.0
10,100.0,5.0,3.0
11,110.0,2.5,1.5
12,120.0,3.0,6.500000000000001
13,130.0,1.5,3.5000000000000004
14,140.0,4.0,10.0
15,150.0,2.5,10.499999999999998
16,160.0,3.0,7.5
17,170.0,4.5,8.0
18,180.0,4.5,8.0
19,190.0,5.0,13.000000000000002
20,200.0,2.5,3.0
21,210.0,4.5,8.0
22,220.0,5.5,6.500000000000001
23,230.0,6.0,7.000000000000001
24,240.0,8.0,11.0
25,250.0,4.0,8.5
26,260.0,2.0,9.0
27,270.0,3.5000000000000004,20.999999999999996
28,280.0,5.5,10.499999999999998
29,290.0,4.5,5.0
30,300.0,7.5,12.0
31,310.0,7.5,10.0
32,320.0,1.5,6.500000000000001
33,330.0,6.0,17.499999999999996
34,340.0,1.5,5.5
35,350.0,1.0,11.5
36,360.0,1.5,13.000000000000002
37,370.0,2.0,9.5
38,380.0,0.5,22.0
39,390.0,0.5,11.0
40,400.0,5.0,11.5
41,410.0,3.5000000000000004,11.5
42,420.0,4.5,8.5
43,430.0,6.0,12.5
44,440.0,4.0,16.0
45,450.0,2.0,15.5
46,460.0,1.0,14.499999999999998
47,470.0,1.0,25.500000000000004
48,480.0,0.5,22.5
49,490.0,1.0,19.5
50,500.0,1.0,13.000000000000002
51,510.0,0.5,18.5
52,520.0,1.0,24.5
53,530.0,0.5,9.0
54,540.0,0.5,21.5
55,550.0,0.5,15.0
56,560.0,0.0,15.5
57,570.0,1.5,20.499999999999996
58,580.0,0.5,16.5
59,590.0,1.5,22.0
60,600.0,0.5,7.000000000000001
61,610.0,0.5,19.5
62,620.0,0.0,17.499999999999996
63,630.0,2.5,26.000000000000004
64,640.0,0.0,24.0
65,650.0,0.5,19.5
66,660.0,0.0,25.0
67,670.0,0.0,29.5
68,680.0,0.0,11.0
