,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,0.5,0.0
7,70.0,0.0,0.0
8,80.0,0.5,0.5
9,90.0,2.0,1.0
10,100.0,4.5,2.5
11,110.0,5.0,1.5
12,120.0,6.0,2.0
13,130.0,7.000000000000001,2.0
14,140.0,7.5,3.0
15,150.0,11.5,3.5000000000000004
16,160.0,11.0,2.5
17,170.0,6.0,0.0
18,180.0,17.0,1.5
19,190.0,20.499999999999996,2.0
20,200.0,7.000000000000001,1.5
21,210.0,13.500000000000002,1.5
22,220.0,9.0,2.0
23,230.0,14.499999999999998,1.5
24,240.0,13.000000000000002,2.5
25,250.0,8.5,2.0
26,260.0,7.000000000000001,2.0
27,270.0,20.0,5.0
28,280.0,9.0,1.0
29,290.0,20.0,1.0
30,300.0,16.5,2.5
31,310.0,19.0,0.5
32,320.0,13.500000000000002,0.5
33,330.0,15.0,0.0
34,340.0,12.0,0.5
35,350.0,19.0,1.5
36,360.0,23.0,1.5
37,370.0,9.5,0.5
38,380.0,32.0,0.5
39,390.0,14.000000000000002,0.5
40,400.0,21.5,0.0
41,410.0,20.499999999999996,1.5
42,420.0,20.499999999999996,1.0
43,430.0,27.000000000000004,0.5
44,440.0,20.0,0.5
45,450.0,26.000000000000004,1.0
46,460.0,9.0,0.0
47,470.0,26.500000000000004,1.0
48,480.0,33.0,0.5
49,490.0,19.0,0.5
50,500.0,33.0,0.0
51,510.0,23.0,0.0
52,520.0,29.5,0.0
53,530.0,16.5,0.0
54,540.0,28.499999999999996,0.0
55,550.0,16.5,0.0
56,560.0,25.500000000000004,0.0
57,570.0,20.999999999999996,0.0
58,580.0,33.5,0.0
59,590.0,18.0,0.0
60,600.0,31.5,0.0
61,610.0,20.999999999999996,0.5
62,620.0,28.499999999999996,0.0
63,630.0,24.0,0.0
64,640.0,35.5,0.0
65,650.0,10.499999999999998,0.0
66,660.0,37.0,0.0
67,670.0,7.000000000000001,0.0
68,680.0,37.0,0.0
