,ID neuron pop_A,event time pop_A
0,276,66.0
1,423,87.4
2,439,98.4
3,570,100.7
4,460,101.7
5,651,104.3
6,747,107.0
7,534,107.2
8,288,107.5
9,584,112.2
10,140,113.60000000000001
11,482,117.8
12,211,120.7
13,210,123.5
14,131,124.2
15,452,125.9
16,781,127.4
17,52,134.7
18,29,135.5
19,698,137.4
20,740,139.70000000000002
21,581,139.8
22,326,140.9
23,107,142.3
24,24,146.3
25,15,147.3
26,694,148.3
27,434,149.9
28,80,150.70000000000002
29,590,151.8
30,414,154.1
31,681,157.6
32,206,157.9
33,370,159.5
34,548,160.3
35,507,160.8
36,786,161.5
37,38,162.0
38,176,162.20000000000002
39,538,162.4
40,610,162.70000000000002
41,212,165.9
42,216,166.1
43,646,166.1
44,729,166.70000000000002
45,30,167.3
46,395,167.8
47,634,168.8
48,299,171.4
49,517,172.3
50,292,172.4
51,762,172.6
52,326,173.20000000000002
53,26,173.4
54,51,173.4
55,17,173.70000000000002
56,595,173.70000000000002
57,106,174.70000000000002
58,490,175.4
59,710,176.3
60,188,177.0
61,502,177.70000000000002
62,642,178.6
63,87,178.9
64,609,181.4
65,389,182.3
66,380,183.1
67,385,183.1
68,725,183.3
69,525,183.70000000000002
70,391,184.0
71,444,184.8
72,124,185.4
73,625,185.5
74,267,186.1
75,332,186.3
76,504,186.4
77,598,187.0
78,783,187.0
79,179,187.3
80,273,187.4
81,570,187.5
82,279,187.70000000000002
83,563,188.6
84,64,189.0
85,74,189.5
86,11,190.3
87,353,190.5
88,674,190.5
89,157,191.3
90,172,191.5
91,491,192.1
92,398,192.20000000000002
93,758,192.6
94,492,193.0
95,21,193.9
96,549,194.4
97,59,194.5
98,24,194.70000000000002
99,767,194.9
100,282,195.6
101,728,195.9
102,789,195.9
103,716,196.5
104,250,196.8
105,770,196.9
106,111,197.1
107,280,197.5
108,547,198.6
109,552,198.8
110,777,199.5
111,167,199.8
112,488,199.9
113,484,202.1
114,675,203.8
115,265,204.6
116,360,205.0
117,591,205.4
118,799,206.1
119,749,206.4
120,91,206.70000000000002
121,726,207.8
122,302,207.9
123,695,208.0
124,319,208.3
125,148,209.5
126,483,211.9
127,313,213.6
128,136,214.20000000000002
129,224,214.5
130,65,215.0
131,784,215.20000000000002
132,415,215.6
133,764,216.4
134,422,216.6
135,278,216.70000000000002
136,456,217.1
137,298,217.8
138,390,218.3
139,123,219.0
140,649,219.0
141,671,220.1
142,561,221.70000000000002
143,678,223.20000000000002
144,235,223.3
145,419,224.0
146,264,224.70000000000002
147,606,224.8
148,725,225.3
149,665,226.9
150,211,227.1
151,722,227.1
152,102,228.0
153,647,228.8
154,587,229.0
155,403,229.4
156,98,229.6
157,92,229.70000000000002
158,149,230.20000000000002
159,133,230.9
160,169,231.6
161,113,232.0
162,728,233.9
163,234,234.4
164,107,234.9
165,405,235.5
166,251,236.20000000000002
167,94,236.4
168,534,236.4
169,445,236.5
170,672,236.5
171,590,236.6
172,500,237.0
173,22,237.3
174,664,237.6
175,193,238.0
176,292,239.1
177,586,239.1
178,188,239.3
179,82,239.6
180,793,240.0
181,212,240.1
182,444,240.1
183,170,241.0
184,399,241.0
185,516,241.1
186,259,241.4
187,275,241.4
188,527,242.6
189,383,243.20000000000002
190,227,244.1
191,220,245.1
192,777,245.20000000000002
193,337,245.8
194,733,246.0
195,666,246.1
196,592,247.0
197,187,247.1
198,249,247.4
199,362,247.4
200,697,247.6
201,152,247.70000000000002
202,115,248.0
203,651,248.20000000000002
204,751,248.3
205,128,248.6
206,604,249.6
207,505,250.1
208,475,250.5
209,65,250.70000000000002
210,392,251.3
211,244,251.9
212,452,252.20000000000002
213,612,254.3
214,447,254.6
215,646,254.6
216,191,255.6
217,472,255.6
218,421,257.8
219,15,258.5
220,353,258.9
221,155,260.9
222,268,260.9
223,702,261.0
224,219,261.5
225,60,262.9
226,788,262.9
227,489,263.0
228,204,263.3
229,304,264.9
230,224,265.4
231,382,265.4
232,584,266.0
233,197,266.5
234,267,266.7
235,772,266.8
236,310,267.1
237,609,269.2
238,618,270.1
239,299,272.1
240,295,274.5
241,724,276.3
242,214,276.6
243,548,276.90000000000003
244,343,277.1
245,355,277.1
246,211,277.5
247,172,277.6
