,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,0.5,0.0
7,70.0,0.0,0.0
8,80.0,0.5,0.5
9,90.0,0.5,1.0
10,100.0,3.0,2.5
11,110.0,1.5,1.5
12,120.0,2.5,3.5000000000000004
13,130.0,2.5,3.5000000000000004
14,140.0,3.0,4.5
15,150.0,3.0,7.5
16,160.0,7.000000000000001,4.0
17,170.0,8.0,6.0
18,180.0,11.0,4.5
19,190.0,13.500000000000002,6.500000000000001
20,200.0,6.500000000000001,3.0
21,210.0,7.5,4.5
22,220.0,8.5,3.5000000000000004
23,230.0,11.0,4.5
24,240.0,13.500000000000002,5.0
25,250.0,7.000000000000001,2.5
26,260.0,8.5,4.5
27,270.0,8.0,7.5
28,280.0,10.499999999999998,4.5
29,290.0,12.0,2.0
30,300.0,10.499999999999998,7.000000000000001
31,310.0,11.0,4.5
32,320.0,5.0,3.0
33,330.0,12.0,5.0
34,340.0,7.5,3.5000000000000004
35,350.0,9.0,4.5
36,360.0,9.5,3.5000000000000004
37,370.0,11.5,5.5
38,380.0,18.5,9.0
39,390.0,9.0,1.0
40,400.0,9.0,3.5000000000000004
41,410.0,20.0,4.0
42,420.0,15.5,1.5
43,430.0,13.000000000000002,3.0
44,440.0,11.5,3.0
45,450.0,11.0,3.0
46,460.0,14.499999999999998,5.5
47,470.0,18.0,7.000000000000001
48,480.0,15.0,3.0
49,490.0,12.5,3.5000000000000004
50,500.0,17.0,3.0
51,510.0,13.000000000000002,3.0
52,520.0,9.5,1.5
53,530.0,14.000000000000002,2.5
54,540.0,12.5,1.0
55,550.0,12.5,2.5
56,560.0,10.499999999999998,4.5
57,570.0,17.0,2.5
58,580.0,15.0,4.5
59,590.0,10.0,1.0
60,600.0,17.0,2.0
61,610.0,20.999999999999996,1.0
62,620.0,16.5,1.5
63,630.0,20.999999999999996,1.0
64,640.0,16.5,0.0
65,650.0,15.0,1.0
66,660.0,19.0,0.5
67,670.0,15.0,1.5
