,ID neuron pop_B,event time pop_B
0,1183,65.2
1,836,74.10000000000001
2,950,84.9
3,1033,85.9
4,1574,98.9
5,941,100.2
6,808,103.9
7,1350,109.2
8,814,109.3
9,974,109.3
10,1155,110.60000000000001
11,852,113.0
12,1260,113.3
13,1351,115.3
14,1017,120.8
15,893,121.4
16,1456,122.5
17,1180,122.9
18,878,124.2
19,1139,125.4
20,932,127.9
21,1179,127.9
22,1176,130.7
23,1282,131.9
24,982,132.3
25,1371,132.5
26,997,134.1
27,1115,135.2
28,1213,137.20000000000002
29,1437,138.4
30,1231,139.3
31,1137,140.8
32,1352,140.8
33,1006,141.0
34,860,141.4
35,1237,142.1
36,904,143.6
37,976,144.6
38,1365,145.1
39,1129,145.3
40,1428,145.9
41,1178,147.1
42,1320,147.3
43,1076,148.4
44,1501,149.1
45,1049,149.3
46,1461,149.4
47,1360,149.5
48,1444,149.8
49,1533,149.9
50,1582,150.70000000000002
51,889,151.3
52,1036,151.4
53,1167,153.4
54,832,153.6
55,1402,154.1
56,1334,155.1
57,1275,156.5
58,1223,157.3
59,1324,157.5
60,1140,158.6
61,1154,158.9
62,1445,160.8
63,1158,163.4
64,1423,163.8
65,947,166.4
66,955,169.8
67,1096,170.20000000000002
68,1282,171.20000000000002
69,1537,171.4
70,1558,171.8
71,854,172.4
72,1473,172.8
73,1332,173.4
74,1169,174.0
75,972,175.1
76,1083,175.1
77,1131,175.9
78,1038,178.5
79,828,179.1
80,938,181.0
81,1576,181.9
82,946,185.0
83,1353,186.8
84,1232,190.0
85,1314,190.3
86,1499,191.0
87,1515,191.1
88,1517,191.4
89,931,192.1
90,993,192.5
91,1113,193.0
92,1229,193.70000000000002
93,1374,194.0
94,1051,194.3
95,1379,194.6
96,959,195.1
97,1100,195.70000000000002
98,920,196.4
99,830,196.9
100,819,197.0
101,1318,199.5
102,1248,199.6
103,1290,199.9
104,1520,200.20000000000002
105,922,201.9
106,1589,203.3
107,923,203.8
108,1203,205.20000000000002
109,1516,206.3
110,1255,209.6
111,1284,214.0
112,1225,214.4
113,1397,214.4
114,1291,215.6
115,1094,216.1
116,909,218.1
117,1384,218.3
118,927,218.5
119,1195,219.20000000000002
120,1495,219.70000000000002
121,1121,220.1
122,1154,222.3
123,1446,223.20000000000002
124,1029,224.1
125,1277,225.8
126,1031,226.9
127,1168,227.8
128,865,228.20000000000002
129,1009,228.6
130,823,228.70000000000002
131,1233,229.5
132,1010,230.70000000000002
133,965,232.0
134,990,232.1
135,951,232.6
136,1542,232.9
137,1116,233.20000000000002
138,1257,233.8
139,1089,234.8
140,1439,235.3
141,1131,235.4
142,1122,239.3
143,1531,239.3
144,868,241.9
145,1188,242.20000000000002
146,870,243.1
147,1348,243.9
148,999,244.70000000000002
149,1592,245.3
150,941,248.0
151,1295,248.3
152,1362,248.4
153,1379,248.6
154,879,249.0
155,1468,249.6
156,1209,250.20000000000002
157,1061,250.3
158,968,251.0
159,806,251.3
160,1190,251.70000000000002
161,1585,251.70000000000002
162,1210,254.4
163,1455,259.2
164,1118,259.6
165,1162,260.1
166,1436,260.3
167,1363,260.6
168,1321,261.2
169,1153,264.2
170,920,265.3
171,1028,265.6
172,1330,266.5
173,982,270.1
174,1053,270.4
175,1445,271.1
176,927,271.2
177,1206,271.7
178,882,272.8
179,1491,272.8
180,876,274.3
181,1002,274.3
182,804,274.90000000000003
183,926,275.0
184,925,275.3
185,1598,275.40000000000003
186,1559,275.7
187,1022,275.8
188,1193,276.2
189,1450,277.0
190,1533,277.0
191,817,277.6
192,1178,277.7
193,1234,277.8
