,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,0.5,0.0
7,70.0,0.0,0.0
8,80.0,0.5,0.5
9,90.0,2.0,0.0
10,100.0,5.0,3.0
11,110.0,1.5,3.0
12,120.0,2.0,9.0
13,130.0,1.0,7.5
14,140.0,3.0,8.5
15,150.0,2.0,9.5
16,160.0,3.0,9.0
17,170.0,1.0,6.500000000000001
18,180.0,4.5,16.5
19,190.0,1.5,14.000000000000002
20,200.0,1.5,9.0
21,210.0,2.0,17.499999999999996
22,220.0,1.5,11.0
23,230.0,2.0,10.0
24,240.0,1.5,31.5
25,250.0,0.0,10.0
26,260.0,0.5,8.0
27,270.0,1.5,29.5
28,280.0,0.5,12.5
29,290.0,1.0,9.5
30,300.0,1.5,31.0
31,310.0,0.0,9.5
32,320.0,1.0,27.000000000000004
33,330.0,0.0,18.5
34,340.0,0.5,8.0
35,350.0,0.5,30.5
36,360.0,0.0,8.5
37,370.0,0.0,20.499999999999996
38,380.0,1.0,28.000000000000004
39,390.0,0.0,11.0
40,400.0,2.5,22.5
41,410.0,1.5,18.5
42,420.0,0.5,21.5
43,430.0,0.5,20.0
44,440.0,0.5,31.0
45,450.0,0.0,8.0
46,460.0,0.0,37.0
47,470.0,0.0,11.5
48,480.0,0.0,30.5
49,490.0,0.0,19.0
50,500.0,0.0,22.5
51,510.0,0.0,22.5
52,520.0,0.0,27.500000000000004
53,530.0,0.0,9.5
54,540.0,0.5,44.5
55,550.0,0.5,3.0
56,560.0,0.0,18.5
57,570.0,0.0,30.5
58,580.0,0.0,14.000000000000002
59,590.0,0.0,25.500000000000004
60,600.0,0.0,9.0
61,610.0,0.0,36.5
62,620.0,0.0,13.000000000000002
63,630.0,0.5,40.99999999999999
64,640.0,0.0,10.499999999999998
65,650.0,0.0,32.5
66,660.0,0.0,15.0
67,670.0,0.0,35.5
68,680.0,0.0,6.500000000000001
69,690.0,0.0,29.5
70,700.0,0.0,14.000000000000002
