,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,1.0,0.0
7,70.0,0.0,0.0
8,80.0,0.5,0.5
9,90.0,2.0,1.0
10,100.0,5.5,3.0
11,110.0,4.0,1.5
12,120.0,5.0,5.0
13,130.0,5.0,4.0
14,140.0,7.000000000000001,5.5
15,150.0,7.000000000000001,7.5
16,160.0,8.0,3.0
17,170.0,7.000000000000001,5.5
18,180.0,10.499999999999998,4.5
19,190.0,13.000000000000002,3.5000000000000004
20,200.0,6.500000000000001,2.5
21,210.0,11.0,2.5
22,220.0,10.0,3.5000000000000004
23,230.0,11.5,2.0
24,240.0,15.0,4.5
25,250.0,7.5,4.0
26,260.0,7.000000000000001,4.0
27,270.0,9.0,7.000000000000001
28,280.0,9.5,2.5
29,290.0,16.5,2.5
30,300.0,11.5,4.0
31,310.0,15.5,4.0
32,320.0,11.5,3.0
33,330.0,13.000000000000002,2.5
34,340.0,2.5,3.0
35,350.0,8.5,3.5000000000000004
36,360.0,12.5,4.5
37,370.0,9.0,3.0
38,380.0,22.5,5.5
39,390.0,4.0,1.0
40,400.0,9.0,2.0
41,410.0,18.5,1.5
42,420.0,15.5,2.0
43,430.0,14.499999999999998,2.0
44,440.0,12.0,2.5
45,450.0,9.0,2.0
46,460.0,16.0,4.0
47,470.0,13.000000000000002,7.000000000000001
48,480.0,16.5,3.0
49,490.0,13.500000000000002,3.5000000000000004
50,500.0,14.499999999999998,1.5
51,510.0,22.0,3.0
52,520.0,6.0,1.5
53,530.0,15.0,2.0
54,540.0,19.5,1.0
55,550.0,12.5,1.5
56,560.0,13.000000000000002,2.0
57,570.0,15.0,0.5
58,580.0,21.5,3.5000000000000004
59,590.0,14.499999999999998,1.0
60,600.0,10.0,1.0
61,610.0,26.000000000000004,0.5
62,620.0,12.5,0.5
63,630.0,27.500000000000004,0.5
64,640.0,18.0,0.5
65,650.0,27.500000000000004,0.5
66,660.0,10.499999999999998,0.0
67,670.0,16.5,0.5
