,ID neuron pop_A,event time pop_A
0,276,66.0
1,423,86.7
2,570,103.60000000000001
3,651,105.5
4,747,106.9
5,288,107.10000000000001
6,534,107.8
7,584,112.10000000000001
8,140,115.0
9,482,117.60000000000001
10,211,120.8
11,154,121.0
12,210,123.3
13,750,124.0
14,131,124.3
15,612,124.8
16,452,125.9
17,781,126.9
18,29,133.3
19,52,134.0
20,698,136.9
21,581,138.8
22,740,139.70000000000002
23,326,140.9
24,168,141.6
25,107,142.1
26,24,146.9
27,694,146.9
28,15,147.4
29,434,148.9
30,80,150.5
31,590,150.9
32,414,153.4
33,681,157.3
34,206,157.9
35,370,159.5
36,507,160.3
37,548,160.5
38,538,162.3
39,610,162.70000000000002
40,212,165.6
41,729,167.20000000000002
42,395,167.9
43,30,168.1
44,634,169.70000000000002
45,299,172.3
46,517,173.4
47,595,174.20000000000002
48,292,174.70000000000002
49,26,175.5
50,106,176.3
51,188,178.4
52,502,179.3
53,609,182.20000000000002
54,389,183.8
55,385,185.8
56,725,186.1
57,87,186.4
58,625,186.9
59,504,187.1
60,124,187.4
61,179,188.3
62,444,189.3
63,598,189.70000000000002
64,64,190.0
65,563,190.1
66,74,190.9
67,11,191.20000000000002
68,674,192.9
69,398,193.20000000000002
70,172,193.8
71,490,193.9
72,492,194.6
73,24,195.9
74,279,196.0
75,549,196.1
76,728,196.6
77,758,196.70000000000002
78,250,197.20000000000002
79,280,198.3
80,111,198.4
81,770,198.4
82,767,198.6
83,282,199.3
84,488,201.5
85,484,204.1
86,265,206.1
87,591,207.9
88,799,208.3
89,91,208.4
90,353,212.5
91,360,213.70000000000002
92,136,214.8
93,313,216.9
94,65,217.4
95,764,217.4
96,415,217.8
97,456,218.20000000000002
98,784,218.3
99,422,218.6
100,224,219.1
101,278,219.70000000000002
102,298,219.9
103,123,220.1
104,390,221.1
105,483,221.9
106,419,224.6
107,671,226.0
108,235,226.6
109,606,227.6
110,725,227.8
111,722,227.9
112,211,228.20000000000002
113,587,231.3
114,561,231.6
115,92,231.8
116,234,235.20000000000002
117,728,236.4
118,500,237.6
119,672,237.6
120,534,238.8
121,94,239.3
122,405,240.4
123,82,240.9
124,292,243.20000000000002
125,275,243.4
126,444,245.1
127,777,245.1
128,227,246.4
129,212,247.3
130,102,247.4
131,337,247.4
132,249,248.8
133,697,249.1
134,187,249.20000000000002
135,586,249.3
136,733,249.8
137,115,250.5
138,666,250.5
139,751,251.20000000000002
140,383,251.4
141,65,252.1
142,505,253.1
143,220,256.0
144,646,257.5
145,447,262.4
146,268,262.9
147,702,264.7
148,267,268.4
149,304,275.8
150,219,276.3
151,724,277.40000000000003
152,191,277.90000000000003
153,244,278.2
154,355,279.0
155,211,279.3
156,722,280.6
157,514,281.3
158,700,282.0
159,518,282.5
160,377,282.8
161,367,282.90000000000003
162,746,283.40000000000003
163,537,284.3
164,285,285.8
165,413,286.3
166,395,286.5
167,516,286.5
168,121,286.7
169,338,288.5
170,311,290.1
171,365,290.1
172,581,290.40000000000003
173,623,290.8
174,716,291.0
175,759,291.2
176,113,293.0
177,472,296.8
178,670,296.90000000000003
179,672,297.1
180,704,297.1
181,464,297.8
182,630,299.2
183,336,300.6
184,485,301.0
185,372,302.2
186,403,303.90000000000003
187,776,303.90000000000003
188,205,304.1
189,302,304.8
190,371,305.3
191,224,305.6
192,124,307.5
193,161,308.3
194,168,309.6
195,562,309.6
196,616,309.7
197,96,309.8
198,42,310.2
199,238,311.0
200,71,312.1
201,714,312.2
202,166,312.7
203,346,313.6
204,690,313.7
205,249,314.90000000000003
206,345,315.0
207,386,315.6
208,384,315.90000000000003
209,310,316.2
