,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,0.5,0.0
7,70.0,0.0,0.0
8,80.0,0.5,0.5
9,90.0,0.0,0.0
10,100.0,2.5,1.0
11,110.0,1.5,2.5
12,120.0,4.0,3.0
13,130.0,2.5,3.5000000000000004
14,140.0,3.5000000000000004,8.5
15,150.0,3.0,7.000000000000001
16,160.0,4.5,7.000000000000001
17,170.0,4.0,8.5
18,180.0,5.5,5.0
19,190.0,10.0,11.5
20,200.0,3.0,1.0
21,210.0,6.500000000000001,5.0
22,220.0,5.0,2.5
23,230.0,4.5,5.5
24,240.0,7.5,9.5
25,250.0,4.0,10.499999999999998
26,260.0,2.0,6.500000000000001
27,270.0,3.5000000000000004,10.499999999999998
28,280.0,7.000000000000001,10.0
29,290.0,6.500000000000001,7.000000000000001
30,300.0,7.5,10.0
31,310.0,8.0,12.5
32,320.0,1.5,8.5
33,330.0,5.0,16.5
34,340.0,2.0,6.0
35,350.0,2.0,16.5
36,360.0,3.5000000000000004,13.000000000000002
37,370.0,5.0,11.5
38,380.0,3.0,21.5
39,390.0,3.0,7.000000000000001
40,400.0,4.5,13.500000000000002
41,410.0,3.0,18.0
42,420.0,3.0,13.500000000000002
43,430.0,5.0,13.500000000000002
44,440.0,2.0,14.499999999999998
45,450.0,2.0,16.5
46,460.0,1.0,9.5
47,470.0,1.0,23.0
48,480.0,1.0,19.5
49,490.0,1.5,16.5
50,500.0,3.0,13.500000000000002
51,510.0,3.0,15.5
52,520.0,2.0,20.0
53,530.0,2.0,5.5
54,540.0,1.0,12.0
55,550.0,2.0,20.0
56,560.0,1.0,12.0
57,570.0,2.0,17.0
58,580.0,2.0,15.5
59,590.0,1.5,18.5
60,600.0,0.5,7.000000000000001
61,610.0,1.5,17.0
62,620.0,0.0,19.5
63,630.0,3.0,24.5
64,640.0,1.5,19.0
65,650.0,0.0,18.5
66,660.0,1.0,15.5
67,670.0,1.0,22.5
68,680.0,0.0,11.0
