,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,0.5,0.0
7,70.0,0.0,0.0
8,80.0,1.0,0.5
9,90.0,2.0,0.0
10,100.0,4.5,3.5000000000000004
11,110.0,5.5,2.0
12,120.0,4.0,6.0
13,130.0,5.0,4.5
14,140.0,5.5,9.5
15,150.0,6.0,6.0
16,160.0,8.0,3.0
17,170.0,7.000000000000001,6.0
18,180.0,11.5,4.5
19,190.0,12.0,5.5
20,200.0,7.000000000000001,3.0
21,210.0,9.0,4.0
22,220.0,6.500000000000001,2.5
23,230.0,13.000000000000002,2.5
24,240.0,13.000000000000002,6.0
25,250.0,6.500000000000001,3.5000000000000004
26,260.0,9.0,4.5
27,270.0,11.0,7.5
28,280.0,6.500000000000001,4.0
29,290.0,12.0,2.0
30,300.0,9.5,6.500000000000001
31,310.0,14.000000000000002,6.0
32,320.0,8.5,3.0
33,330.0,10.499999999999998,4.0
34,340.0,5.5,4.5
35,350.0,11.5,8.0
36,360.0,10.499999999999998,4.5
37,370.0,10.0,4.0
38,380.0,13.500000000000002,10.499999999999998
39,390.0,6.0,3.5000000000000004
40,400.0,6.0,4.0
41,410.0,17.499999999999996,6.0
42,420.0,12.0,2.0
43,430.0,6.500000000000001,3.5000000000000004
44,440.0,8.5,4.5
45,450.0,6.500000000000001,5.0
46,460.0,6.0,7.5
47,470.0,7.000000000000001,7.5
48,480.0,8.0,5.0
49,490.0,15.5,4.5
50,500.0,7.5,3.5000000000000004
51,510.0,11.5,4.5
52,520.0,8.5,8.0
53,530.0,14.000000000000002,4.0
54,540.0,15.0,4.0
55,550.0,10.499999999999998,1.0
56,560.0,18.5,2.5
57,570.0,16.0,1.5
58,580.0,14.499999999999998,4.5
59,590.0,13.000000000000002,3.0
60,600.0,17.0,4.0
61,610.0,19.5,0.5
62,620.0,16.5,3.5000000000000004
63,630.0,23.5,1.0
64,640.0,14.000000000000002,1.0
65,650.0,18.5,0.5
66,660.0,12.0,0.5
