,ID neuron pop_B,event time pop_B
0,1033,87.3
1,941,100.5
2,1574,101.9
3,808,104.2
4,814,109.7
5,1350,109.7
6,974,109.9
7,1155,112.4
8,852,113.60000000000001
9,1260,114.4
10,1351,115.8
11,1456,123.4
12,1180,123.8
13,878,124.7
14,1139,127.3
15,1176,131.5
16,932,132.1
17,982,132.8
18,1282,132.9
19,1017,133.3
20,997,134.7
21,1213,138.1
22,1437,139.0
23,1231,140.20000000000002
24,1352,140.9
25,1006,141.1
26,1137,141.20000000000002
27,860,142.70000000000002
28,904,143.9
29,1115,144.70000000000002
30,1365,144.8
31,976,146.0
32,1428,146.8
33,1501,149.1
34,1049,149.4
35,1461,149.5
36,1129,150.20000000000002
37,1444,150.6
38,1533,151.1
39,1582,151.20000000000002
40,1320,151.4
41,889,151.70000000000002
42,1360,153.4
43,1402,154.1
44,832,154.6
45,1167,154.70000000000002
46,1275,156.70000000000002
47,1223,157.20000000000002
48,1334,157.20000000000002
49,1324,157.9
50,1140,158.0
51,1445,161.1
52,1423,164.0
53,1158,164.9
54,947,167.8
55,1154,167.8
56,955,168.70000000000002
57,1096,170.6
58,1537,171.4
59,1558,171.70000000000002
60,1332,171.8
61,1282,173.1
62,854,173.4
63,1169,174.6
64,1473,175.20000000000002
65,972,175.3
66,1083,175.8
67,1131,176.3
68,1476,176.9
69,1203,178.1
70,828,178.9
71,1576,181.6
72,875,181.9
73,938,183.20000000000002
74,836,183.9
75,946,184.6
76,1011,185.20000000000002
77,1353,186.0
78,1284,186.1
79,1232,186.4
80,1561,186.8
81,1314,187.0
82,1229,187.8
83,1517,188.3
84,886,188.8
85,1086,189.0
86,1499,189.6
87,1515,189.9
88,1100,190.6
89,1319,190.6
90,993,190.70000000000002
91,931,190.8
92,959,191.9
93,1113,191.9
94,805,192.6
95,1374,193.1
96,1379,193.3
97,1051,193.4
98,1371,193.8
99,1233,194.0
100,830,194.4
101,999,194.4
102,819,194.70000000000002
103,920,195.0
104,1038,195.3
105,1520,195.5
106,922,197.4
107,1248,198.1
108,1290,198.1
109,1528,198.1
110,1589,198.20000000000002
111,1318,199.0
112,915,200.4
113,923,202.8
114,1128,205.20000000000002
115,1516,205.4
116,1258,208.4
117,1255,208.70000000000002
118,1353,209.5
119,953,209.6
120,1306,211.6
121,927,212.1
122,1203,212.8
123,1225,213.1
124,1031,213.20000000000002
125,1397,213.6
126,1432,213.8
127,1291,214.20000000000002
128,1452,214.5
129,1168,214.70000000000002
130,1195,214.9
131,1094,215.1
132,1400,215.6
133,909,215.8
134,1189,215.8
135,811,215.9
136,821,216.0
137,801,216.6
138,1384,216.6
139,1495,217.3
140,1121,217.4
141,1446,218.4
142,904,218.9
143,1039,219.3
144,1346,220.0
145,1300,220.20000000000002
146,1321,220.20000000000002
147,1277,220.8
148,1431,221.4
149,1029,221.6
150,1320,221.70000000000002
151,1154,222.1
152,823,223.1
153,1123,223.4
154,1010,223.9
155,1131,224.20000000000002
156,1234,224.70000000000002
157,1455,225.0
158,1009,225.1
159,865,226.20000000000002
160,965,229.5
161,990,230.20000000000002
162,1257,230.5
163,1101,230.70000000000002
164,1116,231.0
165,951,231.3
166,1542,231.70000000000002
167,1089,231.8
168,1439,232.9
169,900,234.70000000000002
170,1405,235.0
171,1122,235.20000000000002
172,1047,235.5
173,1531,235.6
174,1233,235.9
175,1153,236.20000000000002
176,1268,237.3
177,945,237.70000000000002
178,1265,238.1
179,1326,238.4
180,870,239.8
181,868,240.0
182,1188,240.3
183,813,240.5
184,1075,241.1
185,1042,242.1
186,1235,242.3
187,1348,242.70000000000002
188,1368,243.5
189,872,243.70000000000002
190,1379,243.9
191,1020,244.0
192,1592,244.1
193,840,244.3
194,1585,244.6
195,1362,244.70000000000002
196,1389,244.9
197,1099,245.20000000000002
198,885,245.4
199,1274,245.6
200,825,245.8
201,986,245.8
202,999,246.0
203,1535,246.1
204,938,246.20000000000002
205,1330,246.20000000000002
206,968,246.4
207,1111,246.4
208,941,246.6
209,1295,246.6
210,879,246.9
211,1209,247.1
212,1534,247.1
213,939,247.20000000000002
214,1061,247.20000000000002
215,933,247.5
216,1494,247.5
217,1448,247.70000000000002
218,1595,248.0
219,1468,248.1
220,1190,248.5
221,1210,248.5
222,960,248.8
223,1031,249.1
224,1082,249.20000000000002
225,806,249.5
226,958,249.5
227,1490,249.5
228,1256,249.70000000000002
229,1387,249.8
230,911,250.20000000000002
231,1436,250.70000000000002
232,1206,252.8
233,889,253.3
234,1118,253.4
235,1052,254.0
236,1021,254.5
237,1465,254.6
238,1043,255.6
239,1397,255.8
240,1485,255.8
241,1068,256.7
242,1162,258.9
243,1363,259.4
244,858,260.1
245,1053,261.0
246,902,261.5
247,819,262.0
248,1178,262.8
249,927,262.9
250,1238,263.0
251,1028,263.1
252,920,263.7
253,1564,264.9
254,943,265.1
255,1134,265.1
256,894,265.3
257,1002,265.3
258,1208,266.9
259,1445,266.9
260,817,268.1
261,1204,268.2
262,1561,268.9
263,1097,269.2
264,982,269.5
265,1491,269.8
266,830,270.1
267,1322,270.1
268,882,270.5
269,1186,270.6
270,876,270.7
271,1529,271.0
272,934,271.1
273,1464,271.5
274,856,272.2
275,1140,272.3
276,1303,272.6
277,926,272.7
278,1094,272.7
279,1598,272.7
280,925,272.8
281,1193,272.9
282,802,273.2
283,1399,273.40000000000003
284,804,273.7
285,1022,273.7
286,1107,273.8
287,1533,273.8
288,1510,273.90000000000003
289,1559,274.5
290,1153,275.2
291,1450,275.40000000000003
292,1482,275.40000000000003
293,1269,275.5
294,1557,275.6
295,954,275.90000000000003
296,873,276.7
