,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,0.5,0.0
7,70.0,0.0,0.0
8,80.0,0.5,0.5
9,90.0,2.0,0.0
10,100.0,5.5,2.0
11,110.0,4.0,2.5
12,120.0,5.0,3.0
13,130.0,4.0,2.5
14,140.0,3.5000000000000004,5.5
15,150.0,3.5000000000000004,8.5
16,160.0,7.000000000000001,4.5
17,170.0,7.5,4.5
18,180.0,9.0,2.0
19,190.0,11.0,4.5
20,200.0,7.5,2.5
21,210.0,10.0,1.5
22,220.0,9.0,3.0
23,230.0,8.5,2.0
24,240.0,12.0,3.5000000000000004
25,250.0,7.000000000000001,4.5
26,260.0,5.0,3.5000000000000004
27,270.0,5.0,7.5
28,280.0,7.5,4.5
29,290.0,8.0,3.0
30,300.0,9.0,7.5
31,310.0,10.499999999999998,4.0
32,320.0,8.5,4.0
33,330.0,10.499999999999998,4.5
34,340.0,4.0,3.5000000000000004
35,350.0,11.5,5.5
36,360.0,12.5,3.5000000000000004
37,370.0,9.5,4.5
38,380.0,18.5,6.500000000000001
39,390.0,6.0,3.0
40,400.0,9.0,3.0
41,410.0,13.500000000000002,4.5
42,420.0,8.5,4.5
43,430.0,9.5,3.0
44,440.0,11.5,3.5000000000000004
45,450.0,8.5,3.5000000000000004
46,460.0,12.5,5.0
47,470.0,18.0,7.5
48,480.0,8.0,2.0
49,490.0,15.0,3.5000000000000004
50,500.0,10.499999999999998,4.0
51,510.0,21.5,4.0
52,520.0,5.5,2.5
53,530.0,17.0,1.5
54,540.0,19.0,2.5
55,550.0,13.000000000000002,1.0
56,560.0,16.0,2.0
57,570.0,20.0,1.5
58,580.0,14.000000000000002,3.0
59,590.0,13.500000000000002,1.5
60,600.0,16.0,1.5
61,610.0,28.999999999999996,1.0
62,620.0,15.0,0.5
63,630.0,30.5,0.5
64,640.0,18.5,0.5
65,650.0,24.0,0.0
66,660.0,23.0,0.5
67,670.0,18.5,0.0
68,680.0,6.500000000000001,0.0
