,ID neuron pop_A,event time pop_A
0,276,65.2
1,337,65.7
2,423,86.2
3,31,88.8
4,519,91.8
5,570,93.9
6,585,97.7
7,439,98.10000000000001
8,460,100.5
9,651,103.5
10,445,104.4
11,162,104.9
12,747,105.8
13,288,106.10000000000001
14,534,106.8
15,140,109.3
16,584,109.4
17,514,113.5
18,482,117.0
19,211,120.3
20,210,123.0
21,750,124.10000000000001
22,131,124.4
23,612,125.60000000000001
24,452,125.8
25,69,126.2
26,436,127.0
27,781,127.3
28,52,130.3
29,107,131.4
30,29,132.0
31,619,137.70000000000002
32,581,138.4
33,168,140.1
34,740,140.1
35,326,141.0
36,24,147.1
37,694,147.6
38,15,148.4
39,434,148.9
40,80,150.9
41,590,151.20000000000002
42,681,158.1
43,507,161.0
44,548,161.20000000000002
45,370,161.3
46,538,162.70000000000002
47,610,164.5
48,395,168.70000000000002
49,30,173.8
50,299,174.6
51,502,180.3
52,106,181.5
53,26,183.3
54,389,184.3
55,292,184.4
56,609,184.4
57,625,187.4
58,504,188.1
59,729,188.20000000000002
60,124,188.4
61,725,189.20000000000002
62,598,190.5
63,74,191.70000000000002
64,179,191.8
65,11,192.4
66,64,192.8
67,398,195.0
68,563,195.20000000000002
69,492,196.1
70,24,196.9
71,280,199.70000000000002
72,674,200.0
73,728,203.3
74,282,205.6
75,91,212.0
76,136,215.9
77,360,217.3
78,65,219.1
79,764,219.6
80,456,220.70000000000002
81,422,225.0
82,123,226.0
83,722,228.5
84,211,229.9
85,671,231.1
86,725,233.8
87,224,234.6
88,92,235.3
89,234,236.5
90,500,238.6
91,728,240.3
92,534,240.8
93,672,241.6
94,444,242.4
95,561,242.6
96,777,246.70000000000002
97,292,247.8
98,102,248.70000000000002
99,249,250.70000000000002
100,733,251.3
101,65,256.8
102,383,259.9
103,447,265.3
104,268,265.7
105,267,271.3
106,227,277.0
107,724,278.5
108,191,288.3
109,746,290.7
110,311,291.7
111,355,292.3
112,670,300.3
113,722,302.6
114,672,303.2
115,630,304.40000000000003
116,464,305.1
117,515,322.1
118,661,324.7
119,42,326.7
120,272,342.8
121,582,345.6
122,705,355.3
123,200,381.3
124,432,386.3
125,139,411.5
126,214,422.7
127,666,427.90000000000003
128,703,526.5
129,625,543.3
130,228,564.3000000000001
131,468,637.9
132,214,639.8000000000001
133,184,836.0
134,194,1237.1000000000001
135,549,1248.3
136,318,1251.7
137,553,1255.3
138,10,1263.1000000000001
139,559,1264.6000000000001
140,310,1293.3
141,586,1298.1000000000001
142,259,1299.0
143,471,1300.4
144,101,1310.0
145,785,1322.3
146,24,1341.5
147,562,1349.8
148,345,1359.3
149,361,1367.4
150,525,1370.9
151,748,1429.3
152,165,1437.4
153,632,1457.4
154,58,1473.0
155,734,1503.5
156,486,1512.5
157,549,1517.8
158,658,1517.8
159,137,1521.3
160,713,1549.2
161,259,1580.6000000000001
162,342,1634.1000000000001
163,534,1666.1000000000001
164,451,1682.6000000000001
165,517,1687.9
166,158,1694.3
167,703,1706.0
168,348,1753.4
169,707,1753.9
170,174,1775.9
171,216,1778.4
172,157,1805.4
173,5,1824.6000000000001
174,346,1825.5
175,256,1830.0
176,265,1834.5
177,61,1840.1000000000001
178,703,1840.2
179,786,1843.0
180,96,1854.9
181,267,1871.4
182,487,1873.7
183,394,1879.9
184,295,1887.4
185,222,1895.1000000000001
186,497,1899.1000000000001
187,375,1900.4
