,time,activity (Hz) pop_A,activity (Hz) pop_B
0,0.0,0.0,0.0
1,10.0,0.0,0.0
2,20.0,0.0,0.0
3,30.0,0.0,0.0
4,40.0,0.0,0.0
5,50.0,0.0,0.0
6,60.0,1.0,0.5
7,70.0,0.0,0.5
8,80.0,1.0,1.0
9,90.0,2.0,1.0
10,100.0,4.5,3.0
11,110.0,1.0,3.5000000000000004
12,120.0,4.5,8.5
13,130.0,2.5,6.0
14,140.0,3.5000000000000004,10.499999999999998
15,150.0,1.5,10.499999999999998
16,160.0,3.0,8.0
17,170.0,1.0,3.0
18,180.0,5.5,11.5
19,190.0,5.0,12.0
20,200.0,1.5,3.0
21,210.0,2.5,12.5
22,220.0,2.5,7.5
23,230.0,3.0,10.0
24,240.0,4.0,24.0
25,250.0,2.0,8.5
26,260.0,1.0,11.0
27,270.0,1.5,32.0
28,280.0,0.5,10.0
29,290.0,1.5,12.5
30,300.0,2.5,30.5
31,310.0,0.0,9.5
32,320.0,1.5,30.5
33,330.0,0.0,19.0
34,340.0,1.0,16.0
35,350.0,0.5,27.000000000000004
36,360.0,0.0,14.499999999999998
37,370.0,0.0,23.5
38,380.0,1.0,20.499999999999996
39,390.0,0.0,27.000000000000004
40,400.0,0.0,13.000000000000002
41,410.0,0.5,23.5
42,420.0,1.0,19.0
43,430.0,0.0,25.500000000000004
44,440.0,0.0,28.499999999999996
45,450.0,0.0,18.5
46,460.0,0.0,32.5
47,470.0,0.0,14.499999999999998
48,480.0,0.0,37.5
49,490.0,0.0,11.0
50,500.0,0.0,33.0
51,510.0,0.0,9.5
52,520.0,0.5,40.99999999999999
53,530.0,0.0,4.0
54,540.0,0.5,25.0
55,550.0,0.0,26.000000000000004
56,560.0,0.5,14.000000000000002
57,570.0,0.0,32.0
58,580.0,0.0,18.5
59,590.0,0.0,29.5
60,600.0,0.0,8.5
61,610.0,0.0,39.5
62,620.0,0.0,7.5
63,630.0,1.0,41.49999999999999
64,640.0,0.0,11.5
65,650.0,0.0,31.5
66,660.0,0.0,15.5
67,670.0,0.0,39.0
68,680.0,0.0,6.500000000000001
69,690.0,0.0,34.99999999999999
